55045	2
78758	3
78854	4
99882	5
99905	6
99906	7
122109	8
122145	9
122147	10
122149	10
143002	10
143073	10
143076	9
143078	8
143080	7
164059	7
164101	7
185553	7
185589	7
185592	7
185594	7
185596	7
206719	8
206738	8
206739	8
206740	8
227752	8
227807	8
227850	8
227853	7
227856	6
249777	6
249813	6
271370	6
271410	7
271413	7
271415	7
293683	7
293739	7
293743	7
293746	7
293748	8
315611	8
315627	8
315629	8
315631	8
315633	8
337534	8
337556	8
337557	9
337558	9
337559	9
358978	9
359014	9
359017	9
359018	9
359020	9
359022	9
380975	10
380996	10
380997	10
380998	10
380999	10
381000	10
402991	10
403017	10
403018	10
403019	10
403020	11
403021	11
425191	11
425248	11
425253	11
425255	11
425258	11
425261	11
425263	11
446033	11
446055	11
446056	12
446057	12
446058	12
446059	12
446060	12
467962	12
467993	12
467996	12
467998	12
468000	12
468002	12
468004	13
489747	13
489770	13
489771	13
489772	13
489773	13
489774	13
489775	13
489775	13
511793	13
511827	13
511830	13
511832	14
511834	14
511836	14
511838	14
533862	14
533898	14
533901	14
534441	14
534443	14
534444	14
534445	14
534446	14
534448	14
555911	14
555945	15
555948	15
555950	15
555952	15
555954	15
555956	15
555958	15
555959	15
555961	15
577587	15
577648	15
577652	15
577655	15
577658	15
577661	16
577663	16
577666	16
577668	16
599254	16
599276	16
599278	16
599279	16
599281	16
599311	16
599351	16
599489	16
599502	16
599504	16
621142	16
621177	16
621179	17
621181	17
621183	17
621185	17
621187	17
621189	17
621191	17
621193	17
621195	17
621197	17
621199	17
621201	17
642823	17
642844	17
642845	17
642846	17
642847	17
642848	18
642849	18
642850	18
642851	18
642852	18
642853	18
664770	18
664790	18
664791	18
664792	18
664793	18
664794	18
664817	18
664932	18
664946	18
664948	18
686813	18
686844	18
686845	17
686846	16
686847	15
686848	15
686849	14
686849	14
686850	13
686851	13
686852	12
686853	12
686853	11
708891	11
730839	12
730875	12
730878	12
730880	12
730882	12
730884	12
730886	12
752782	12
752800	12
752801	12
752802	12
752803	12
752805	13
752806	13
752807	13
775291	13
775310	13
775311	13
775635	13
775637	13
775638	13
775639	13
775640	13
795804	13
795839	13
795841	14
795844	14
795846	14
796823	14
796857	14
796860	14
796862	14
796864	14
817789	14
817824	14
817827	14
817829	14
817832	14
817834	14
817836	15
817838	15
817840	15
817872	15
817874	15
839850	15
839905	15
839909	15
839911	15
839914	15
839917	15
839919	15
839922	15
839924	15
860979	16
861028	16
861031	16
861034	16
861037	16
861040	16
861043	16
861046	16
861048	16
882993	16
883021	16
883023	16
883025	16
883029	16
883030	16
883032	16
883034	17
883036	17
883037	17
905244	17
905264	17
905266	17
905267	17
905268	17
905269	17
905269	17
905270	17
905271	17
905272	17
905273	17
927203	17
927238	17
927241	17
927242	18
927243	18
927245	18
927246	18
927247	18
927248	18
927249	18
927250	18
947789	18
947822	18
947825	18
947827	18
947829	18
947831	18
947833	18
947835	18
947837	18
947839	19
969693	19
969743	19
969747	19
969750	19
969752	19
969755	19
969758	19
969760	19
969763	19
969765	19
969768	19
969770	19
991304	19
991325	19
991326	19
991327	19
991328	19
991743	19
991744	20
991745	20
991747	20
991747	20
991748	20
991749	20
1012724	20
1012745	20
1012746	20
1012747	20
1012748	20
1012750	20
1012751	20
1012752	20
1012753	20
1012754	20
1012778	20
1012794	20
1012795	20
1012796	20
1012797	21
1012985	21
1035037	21
1035213	21
1035228	21
1035229	21
1035230	21
1035232	21
1035233	21
1035234	21
1035235	21
1035236	21
1035237	21
1035238	21
1035239	21
1035240	21
1035241	21
1057114	21
1057168	21
1057174	21
1057178	21
1057181	22
1057186	22
1057189	22
1057193	22
1057197	22
1057200	22
1057204	22
1057207	22
1057211	22
1057217	22
1057221	22
1078842	22
1078899	22
1078903	22
1078905	22
1078908	22
1078910	22
1078913	22
1078915	22
1078918	22
1078920	22
1078923	22
1078925	23
1078928	23
1078930	23
1100069	23
1100089	23
1100091	23
1100092	23
1100093	23
1100094	23
1100095	23
1100095	23
1100096	23
1100097	23
1100098	23
1100099	23
1100100	23
1100101	23
1122110	23
1122129	23
1122131	23
1122132	23
1122133	23
1122134	23
1122156	24
1122173	24
1122185	24
1122186	24
1122187	24
1122188	24
1122189	24
1122376	24
1144194	24
1144229	24
1144232	24
1144234	24
1144236	24
1144238	24
1144240	24
1144242	24
1144244	24
1144246	24
1144247	24
1144249	24
1144251	24
1144253	24
1144255	24
1164768	24
1164789	25
1164791	25
1164791	25
1164792	25
1164793	25
1164794	25
1164795	25
1164796	25
1164797	25
1164798	25
1164799	25
1164800	25
1164801	25
1164801	25
1187002	25
1187022	25
1187024	25
1187025	25
1187026	25
1187027	25
1187028	25
1187029	25
1187030	25
1187059	25
1187061	25
1187062	26
1187082	26
1187083	26
1187084	26
1208959	26
1208995	26
1208998	26
1209000	26
1209002	26
1209004	26
1209006	26
1209008	26
1209010	26
1209012	26
1209014	26
1209016	26
1209018	26
1209020	26
1209041	26
1230552	26
1230603	26
1230608	26
1230610	26
1230613	26
1230616	26
1230619	26
1230622	26
1230625	26
1230628	26
1230631	26
1230633	27
1230636	27
1230639	27
1230642	27
1251731	27
1251762	27
1251764	27
1251765	27
1251766	27
1251949	27
1251954	27
1251957	27
1252037	27
1252040	27
1252043	27
1252045	27
1252047	27
1252049	27
1252051	27
1252053	27
1252055	27
1273484	27
1273520	27
1273523	27
1273525	27
1273527	27
1273529	27
1273531	28
1273532	28
1273534	28
1273536	28
1273538	28
1273540	28
1273542	28
1273544	28
1273546	28
1273548	28
1273550	28
1273552	28
1273554	28
1273556	28
1273558	28
1273560	28
1273562	28
1294639	28
1294692	28
1294695	28
1294698	28
1294701	28
1294703	28
1294726	28
1294729	27
1294732	26
1294734	25
1294736	25
1294739	24
1294741	24
1294743	23
1294745	23
1294747	22
1316466	22
1316492	22
1316494	23
1316494	23
1316495	23
1316496	23
1316497	23
1338530	23
1338555	23
1338556	23
1338557	23
1338558	23
1338559	23
1338560	23
1338561	23
1338562	23
1338573	23
1338574	22
1338575	21
1338575	20
1359125	20
1359146	20
1359148	20
1359149	20
1359149	20
1359150	20
1360111	20
1360141	20
1360144	20
1381212	21
1381251	21
1381253	21
1381255	21
1381257	21
1381259	21
1381261	21
1381263	21
1381265	21
1381267	21
1381268	21
1381270	21
1381272	21
1381274	21
1381276	21
1381278	21
1402681	21
1402717	21
1402718	20
1402719	19
1402720	18
1402721	18
1402722	17
1402722	17
1402723	16
1402904	16
1402905	15
1423884	15
1423894	15
1423896	14
1444856	14
1465827	15
1465863	15
1465865	15
1465867	15
1465869	15
1465871	15
1465873	15
1465875	15
1465877	15
1487881	15
1487929	15
1487933	15
1487936	15
1487938	15
1487941	16
1487943	16
1487946	16
1508778	16
1508803	16
1508805	16
1508806	16
1508807	16
1508808	16
1508809	16
1508810	16
1508811	16
1508812	16
1529836	16
1529876	16
1529878	16
1529880	17
1529882	17
1529884	17
1529886	17
1529888	17
1529890	17
1529892	17
1551296	17
1551319	17
1551321	17
1551370	17
1551372	17
1551373	17
1551374	17
1552719	17
1552735	17
1552737	17
1552738	18
1572840	18
1572879	18
1572882	18
1572884	18
1572886	18
1572888	18
1572890	18
1573171	18
1573189	18
1573197	18
1573198	17
1573199	16
1573199	15
1593845	15
1593851	14
1593852	14
1593853	13
1593854	13
1593854	12
1593855	12
1593858	12
1593876	12
1615826	12
1615853	12
1615854	12
1615855	13
1615856	13
1615857	13
1615858	13
1615859	13
1637789	13
1637825	13
1637828	13
1637830	13
1637832	13
1637833	13
1637835	13
1637837	13
1659507	14
1659882	14
1659884	14
1659885	14
1659886	14
1659887	14
1659888	14
1681500	14
1681526	14
1681527	14
1681528	14
1681529	15
1681530	15
1703168	15
1703229	15
1703265	15
1703269	14
1703272	13
1703275	12
1703278	12
1724935	12
1724958	12
1724959	12
1746710	12
1746736	12
1746737	12
1746738	12
1746739	12
1746740	12
1746741	12
1746741	12
1767537	13
1767557	13
1767558	13
1767559	13
1767560	13
1767561	13
1767562	13
1789180	13
1789203	13
1789205	13
1789205	13
1789206	13
1789207	14
1789208	14
1811249	14
1811314	14
1811317	13
1811319	12
