time	qlen
1619575689.631126	98.0
1619575689.645701	99.0
1619575689.660669	98.0
1619575689.674819	98.0
1619575689.688679	99.0
1619575689.702372	100.0
1619575689.718051	99.0
1619575689.731476	99.0
1619575689.745974	99.0
1619575689.760291	100.0
1619575689.774834	100.0
1619575689.789057	99.0
1619575689.803435	99.0
1619575689.818287	100.0
1619575689.832634	100.0
1619575689.847192	99.0
1619575689.860534	99.0
1619575689.87495	100.0
1619575689.888388	99.0
1619575689.901843	98.0
1619575689.915346	99.0
1619575689.929791	99.0
1619575689.944155	98.0
1619575689.958241	98.0
1619575689.971908	99.0
1619575689.984634	98.0
1619575689.998357	98.0
1619575690.011614	98.0
1619575690.025065	100.0
1619575690.039507	97.0
1619575690.052928	96.0
1619575690.067336	96.0
1619575690.08173	95.0
1619575690.096136	94.0
1619575690.109668	94.0
1619575690.124033	94.0
1619575690.138662	95.0
1619575690.152808	96.0
1619575690.167254	98.0
1619575690.181569	98.0
1619575690.195985	96.0
1619575690.210369	96.0
1619575690.224698	96.0
1619575690.238236	96.0
1619575690.252577	96.0
1619575690.267066	96.0
1619575690.28134	95.0
1619575690.295742	96.0
1619575690.310419	98.0
1619575690.324627	99.0
1619575690.339033	98.0
1619575690.352414	94.0
1619575690.36702	89.0
1619575690.381184	85.0
1619575690.395212	80.0
1619575690.408183	76.0
1619575690.422934	73.0
1619575690.436955	71.0
1619575690.450462	67.0
1619575690.463945	68.0
1619575690.477832	67.0
1619575690.491826	66.0
1619575690.505377	63.0
1619575690.518938	62.0
1619575690.532406	62.0
1619575690.54592	59.0
1619575690.559396	56.0
1619575690.572995	55.0
1619575690.586592	55.0
1619575690.600873	54.0
1619575690.614436	52.0
1619575690.62795	49.0
1619575690.641407	48.0
1619575690.654991	49.0
1619575690.668388	51.0
1619575690.681877	52.0
1619575690.696254	51.0
1619575690.709308	46.0
1619575690.723108	43.0
1619575690.736877	37.0
1619575690.750866	38.0
1619575690.765337	39.0
1619575690.780762	39.0
1619575690.793754	38.0
1619575690.808384	38.0
1619575690.822621	38.0
1619575690.836831	38.0
1619575690.850749	37.0
1619575690.864723	39.0
1619575690.879329	38.0
1619575690.892659	37.0
1619575690.906071	37.0
1619575690.919924	37.0
1619575690.933721	36.0
1619575690.94752	37.0
1619575690.96055	36.0
1619575690.974017	36.0
1619575690.987803	36.0
1619575691.00166	36.0
1619575691.016428	37.0
1619575691.03029	36.0
1619575691.044057	37.0
1619575691.058431	38.0
1619575691.073786	37.0
1619575691.086911	38.0
1619575691.100716	37.0
1619575691.114897	37.0
1619575691.128705	36.0
1619575691.143243	37.0
1619575691.157038	36.0
1619575691.170896	37.0
1619575691.185506	38.0
1619575691.199772	37.0
1619575691.213514	36.0
1619575691.227363	37.0
1619575691.241222	37.0
1619575691.255074	36.0
1619575691.269583	37.0
1619575691.283405	37.0
1619575691.297212	37.0
1619575691.312638	36.0
1619575691.327282	36.0
1619575691.341933	37.0
1619575691.355697	37.0
1619575691.369555	38.0
1619575691.384126	38.0
1619575691.398863	37.0
1619575691.413354	38.0
1619575691.427173	38.0
1619575691.441734	39.0
1619575691.456336	37.0
1619575691.469575	37.0
1619575691.483945	38.0
1619575691.497789	38.0
1619575691.512968	38.0
1619575691.526821	38.0
1619575691.540592	38.0
1619575691.556023	38.0
1619575691.569852	37.0
1619575691.584438	38.0
1619575691.599174	38.0
1619575691.612822	38.0
1619575691.626733	38.0
1619575691.641306	38.0
1619575691.655243	39.0
1619575691.669748	39.0
1619575691.683803	39.0
1619575691.69725	39.0
1619575691.711162	39.0
1619575691.725462	38.0
1619575691.739701	39.0
1619575691.753706	39.0
1619575691.768	39.0
1619575691.781301	39.0
1619575691.795966	39.0
1619575691.809413	39.0
1619575691.824204	39.0
1619575691.838563	39.0
1619575691.852844	40.0
1619575691.867713	39.0
1619575691.881199	40.0
1619575691.895211	40.0
1619575691.907974	41.0
1619575691.922006	40.0
1619575691.936087	39.0
1619575691.95015	41.0
1619575691.964311	40.0
1619575691.977645	41.0
1619575691.992484	41.0
1619575692.006611	41.0
1619575692.020927	41.0
1619575692.035016	41.0
1619575692.049277	41.0
1619575692.063264	40.0
1619575692.077129	42.0
1619575692.090701	41.0
1619575692.104686	41.0
1619575692.119078	42.0
1619575692.13322	42.0
1619575692.147082	41.0
1619575692.162322	40.0
1619575692.176529	42.0
1619575692.189981	42.0
1619575692.203993	41.0
1619575692.217991	41.0
1619575692.23144	41.0
1619575692.245219	41.0
1619575692.259358	41.0
1619575692.273602	40.0
1619575692.287228	41.0
1619575692.301204	41.0
1619575692.316189	42.0
1619575692.32963	41.0
1619575692.343502	41.0
1619575692.356902	41.0
1619575692.370984	41.0
1619575692.384229	40.0
1619575692.39818	42.0
1619575692.411462	41.0
1619575692.424865	42.0
1619575692.437903	41.0
1619575692.451372	43.0
1619575692.46493	42.0
1619575692.478047	42.0
1619575692.492102	41.0
1619575692.506663	42.0
1619575692.520322	43.0
1619575692.534923	43.0
1619575692.548481	43.0
1619575692.562372	44.0
1619575692.576787	44.0
1619575692.590831	43.0
1619575692.603853	43.0
1619575692.618759	43.0
1619575692.632618	43.0
1619575692.64698	44.0
1619575692.660398	43.0
1619575692.675023	44.0
1619575692.688028	44.0
1619575692.701928	44.0
1619575692.716026	43.0
1619575692.730955	43.0
1619575692.744489	44.0
1619575692.758536	44.0
1619575692.772596	43.0
1619575692.786854	44.0
1619575692.800993	44.0
1619575692.81485	43.0
1619575692.828678	43.0
1619575692.841766	43.0
1619575692.855669	44.0
1619575692.869686	45.0
1619575692.883628	44.0
1619575692.896966	45.0
1619575692.91082	45.0
1619575692.924362	44.0
1619575692.938293	44.0
1619575692.951378	44.0
1619575692.964855	44.0
1619575692.977913	44.0
1619575692.991102	45.0
1619575693.004727	44.0
1619575693.018164	45.0
1619575693.032465	45.0
1619575693.045845	46.0
1619575693.060003	46.0
1619575693.074681	45.0
1619575693.089031	45.0
1619575693.10317	45.0
1619575693.116935	45.0
1619575693.130535	45.0
1619575693.144169	45.0
1619575693.158437	46.0
1619575693.172349	47.0
1619575693.186328	46.0
1619575693.200169	46.0
1619575693.21396	46.0
1619575693.227716	46.0
1619575693.241	46.0
1619575693.254358	45.0
1619575693.267517	47.0
1619575693.280277	47.0
1619575693.293572	48.0
1619575693.308019	47.0
1619575693.323009	47.0
1619575693.33638	48.0
1619575693.350195	49.0
1619575693.364728	48.0
1619575693.37882	48.0
1619575693.393316	49.0
1619575693.407623	49.0
1619575693.421075	48.0
1619575693.436256	50.0
1619575693.449363	50.0
1619575693.463235	51.0
1619575693.477199	51.0
1619575693.490958	51.0
1619575693.505411	50.0
1619575693.519167	51.0
1619575693.532413	51.0
1619575693.546347	50.0
1619575693.560207	50.0
1619575693.574193	51.0
1619575693.587531	52.0
1619575693.601516	52.0
1619575693.615804	52.0
1619575693.629712	51.0
1619575693.643782	52.0
1619575693.657352	52.0
1619575693.671714	50.0
1619575693.684846	51.0
1619575693.69836	50.0
1619575693.712887	51.0
1619575693.726431	51.0
1619575693.739945	50.0
1619575693.753389	50.0
1619575693.766862	51.0
1619575693.780773	51.0
1619575693.793716	50.0
1619575693.806426	50.0
1619575693.819424	50.0
1619575693.833026	50.0
1619575693.846853	52.0
1619575693.861414	53.0
1619575693.875169	52.0
1619575693.888548	51.0
1619575693.903341	51.0
1619575693.916839	52.0
1619575693.930902	52.0
1619575693.944882	51.0
1619575693.958503	51.0
1619575693.97183	52.0
1619575693.985879	52.0
1619575693.999911	54.0
1619575694.013467	52.0
1619575694.027546	53.0
1619575694.041142	52.0
1619575694.055753	52.0
1619575694.06934	52.0
1619575694.08341	52.0
1619575694.097337	53.0
1619575694.111904	54.0
1619575694.125795	54.0
1619575694.140256	52.0
1619575694.154538	53.0
1619575694.168625	52.0
1619575694.182548	53.0
1619575694.196499	53.0
1619575694.210112	52.0
1619575694.224557	52.0
1619575694.23914	53.0
1619575694.252625	53.0
1619575694.26705	52.0
1619575694.281899	54.0
1619575694.295775	53.0
1619575694.309678	54.0
1619575694.32418	55.0
1619575694.33765	54.0
1619575694.351664	53.0
1619575694.366072	55.0
1619575694.38062	55.0
1619575694.394988	56.0
1619575694.407918	55.0
1619575694.421585	56.0
1619575694.434829	56.0
1619575694.448683	55.0
1619575694.462969	55.0
1619575694.476598	54.0
1619575694.490728	55.0
1619575694.504814	55.0
1619575694.518524	55.0
1619575694.532064	54.0
1619575694.545568	54.0
1619575694.558887	54.0
1619575694.573389	54.0
1619575694.587341	55.0
1619575694.601427	56.0
1619575694.615492	54.0
1619575694.630035	55.0
1619575694.64459	55.0
1619575694.658316	56.0
1619575694.671789	53.0
1619575694.684905	54.0
1619575694.698433	53.0
1619575694.711949	54.0
1619575694.725039	55.0
1619575694.738504	53.0
1619575694.751898	53.0
1619575694.76548	55.0
1619575694.779578	55.0
1619575694.793012	54.0
1619575694.806862	53.0
1619575694.820876	54.0
1619575694.833953	53.0
1619575694.847924	53.0
1619575694.862368	54.0
1619575694.876481	52.0
1619575694.890513	53.0
1619575694.904958	55.0
1619575694.919355	54.0
1619575694.93346	55.0
1619575694.947454	54.0
1619575694.961794	54.0
1619575694.976776	53.0
1619575694.990877	54.0
1619575695.004759	54.0
1619575695.018862	53.0
1619575695.033101	55.0
1619575695.047399	55.0
1619575695.061298	54.0
1619575695.075352	54.0
1619575695.090386	55.0
1619575695.104378	55.0
1619575695.118378	55.0
1619575695.132861	55.0
1619575695.14647	55.0
1619575695.160407	54.0
1619575695.174333	56.0
1619575695.187929	55.0
1619575695.20182	57.0
1619575695.216156	56.0
1619575695.229168	55.0
1619575695.243148	55.0
1619575695.256728	55.0
1619575695.271059	54.0
1619575695.28461	53.0
1619575695.298951	52.0
1619575695.312891	53.0
1619575695.327365	52.0
1619575695.340824	52.0
1619575695.354229	52.0
1619575695.368232	52.0
1619575695.382581	54.0
1619575695.396575	54.0
1619575695.410121	53.0
1619575695.423108	54.0
1619575695.436664	53.0
1619575695.449627	53.0
1619575695.464161	52.0
1619575695.477517	53.0
1619575695.491017	53.0
1619575695.504597	53.0
1619575695.518133	53.0
1619575695.532547	53.0
1619575695.546138	53.0
1619575695.560835	53.0
1619575695.574852	54.0
1619575695.588664	54.0
1619575695.602278	54.0
1619575695.616375	53.0
1619575695.630534	54.0
1619575695.644189	55.0
1619575695.657711	54.0
1619575695.670963	53.0
1619575695.684362	54.0
1619575695.698488	55.0
1619575695.712284	53.0
1619575695.726378	53.0
1619575695.740179	53.0
1619575695.754291	54.0
1619575695.768139	55.0
1619575695.781733	55.0
1619575695.7956	55.0
1619575695.809537	53.0
1619575695.822759	55.0
1619575695.836592	55.0
1619575695.851165	55.0
1619575695.865662	54.0
1619575695.879127	54.0
1619575695.893155	54.0
1619575695.907417	55.0
1619575695.921701	55.0
1619575695.935702	54.0
1619575695.948839	56.0
1619575695.962869	55.0
1619575695.975822	55.0
1619575695.989066	55.0
1619575696.002902	55.0
1619575696.016369	55.0
1619575696.029896	54.0
1619575696.043831	55.0
1619575696.057334	56.0
1619575696.07164	56.0
1619575696.086024	55.0
1619575696.099558	55.0
1619575696.113256	55.0
1619575696.126845	55.0
1619575696.140852	56.0
1619575696.154531	55.0
1619575696.167348	56.0
1619575696.180915	55.0
1619575696.194124	55.0
1619575696.207488	56.0
1619575696.221341	57.0
1619575696.2349	56.0
1619575696.249086	56.0
1619575696.262923	55.0
1619575696.278936	57.0
1619575696.293078	57.0
1619575696.306892	56.0
1619575696.32071	56.0
1619575696.335301	57.0
1619575696.349065	57.0
1619575696.362649	55.0
1619575696.378225	57.0
1619575696.392466	57.0
1619575696.405484	57.0
1619575696.419255	57.0
1619575696.433042	56.0
1619575696.447036	57.0
1619575696.460384	56.0
1619575696.474375	56.0
1619575696.48838	56.0
1619575696.501806	58.0
1619575696.51563	57.0
1619575696.529141	56.0
1619575696.54322	57.0
1619575696.557215	57.0
1619575696.570981	56.0
1619575696.584861	57.0
1619575696.597904	56.0
1619575696.611094	58.0
1619575696.624733	58.0
1619575696.639138	56.0
1619575696.652938	58.0
1619575696.666827	57.0
1619575696.68067	57.0
1619575696.695365	57.0
1619575696.708413	57.0
1619575696.72241	57.0
1619575696.736951	57.0
1619575696.750825	56.0
1619575696.76486	57.0
1619575696.778594	58.0
1619575696.791734	57.0
1619575696.805712	57.0
1619575696.819564	58.0
1619575696.833577	59.0
1619575696.847121	58.0
1619575696.860135	58.0
1619575696.872952	58.0
1619575696.888016	59.0
1619575696.901675	58.0
1619575696.915182	58.0
1619575696.929811	58.0
1619575696.943241	58.0
1619575696.956233	57.0
1619575696.970286	59.0
1619575696.983894	58.0
1619575696.997557	59.0
1619575697.011956	58.0
1619575697.025993	58.0
1619575697.040492	58.0
1619575697.053896	59.0
1619575697.068141	58.0
1619575697.082146	59.0
1619575697.095674	58.0
1619575697.108427	59.0
1619575697.121874	59.0
1619575697.136133	59.0
1619575697.14948	59.0
1619575697.163557	59.0
1619575697.17715	59.0
1619575697.191219	59.0
1619575697.204492	59.0
1619575697.217994	59.0
1619575697.231839	59.0
1619575697.245163	59.0
1619575697.258335	59.0
1619575697.271901	60.0
1619575697.285724	59.0
1619575697.29946	60.0
1619575697.313043	59.0
1619575697.327044	60.0
1619575697.340542	59.0
1619575697.355048	59.0
1619575697.369477	59.0
1619575697.383352	59.0
1619575697.397436	59.0
1619575697.411051	60.0
1619575697.425246	59.0
1619575697.4388	60.0
1619575697.452734	60.0
1619575697.468309	60.0
1619575697.482011	60.0
1619575697.496146	60.0
1619575697.50928	60.0
1619575697.522801	60.0
1619575697.53614	60.0
1619575697.549672	61.0
1619575697.563328	60.0
1619575697.576858	61.0
1619575697.590658	60.0
1619575697.604114	60.0
1619575697.617961	60.0
1619575697.633061	60.0
1619575697.647001	61.0
1619575697.66004	61.0
1619575697.673263	61.0
1619575697.686541	60.0
1619575697.700124	60.0
1619575697.713973	60.0
1619575697.727803	61.0
1619575697.742066	61.0
1619575697.75652	61.0
1619575697.770384	61.0
1619575697.785134	61.0
1619575697.799771	62.0
1619575697.81383	60.0
1619575697.827903	60.0
1619575697.842572	61.0
1619575697.856901	62.0
1619575697.870525	61.0
1619575697.884142	60.0
1619575697.897313	61.0
1619575697.912284	61.0
1619575697.925909	61.0
1619575697.939352	61.0
1619575697.95394	61.0
1619575697.968028	62.0
1619575697.981935	61.0
1619575697.995916	61.0
1619575698.009953	61.0
1619575698.022909	62.0
1619575698.036481	61.0
1619575698.049864	61.0
1619575698.063439	62.0
1619575698.076807	63.0
1619575698.090353	62.0
1619575698.104382	62.0
1619575698.118496	62.0
1619575698.131762	63.0
1619575698.145839	62.0
1619575698.159885	62.0
1619575698.173408	63.0
1619575698.187954	62.0
1619575698.201468	63.0
1619575698.215164	62.0
1619575698.228972	63.0
1619575698.242666	63.0
1619575698.256613	63.0
1619575698.270786	62.0
1619575698.284748	63.0
1619575698.298624	62.0
1619575698.312572	63.0
1619575698.326681	62.0
1619575698.340339	62.0
1619575698.35484	62.0
1619575698.369384	63.0
1619575698.382954	61.0
1619575698.396683	64.0
1619575698.410905	64.0
1619575698.425694	63.0
1619575698.440308	62.0
1619575698.454354	63.0
1619575698.468784	64.0
1619575698.482701	63.0
1619575698.496412	63.0
1619575698.510934	63.0
1619575698.524927	63.0
1619575698.538609	63.0
1619575698.552472	63.0
1619575698.566932	63.0
1619575698.58041	63.0
1619575698.594465	63.0
1619575698.609749	64.0
1619575698.623877	63.0
1619575698.637407	64.0
1619575698.651387	64.0
1619575698.665401	63.0
1619575698.679207	63.0
1619575698.69388	63.0
1619575698.708405	64.0
1619575698.722939	64.0
1619575698.737122	64.0
1619575698.751544	65.0
1619575698.764984	64.0
1619575698.77911	64.0
1619575698.792691	65.0
1619575698.806324	64.0
1619575698.819991	64.0
1619575698.833691	65.0
1619575698.846845	64.0
1619575698.860158	65.0
1619575698.873654	64.0
1619575698.887226	64.0
1619575698.900201	64.0
1619575698.913944	66.0
1619575698.927094	65.0
1619575698.940737	64.0
1619575698.954246	64.0
1619575698.967124	65.0
1619575698.981161	65.0
1619575698.995107	65.0
1619575699.008947	64.0
1619575699.023292	65.0
1619575699.037175	65.0
1619575699.051313	65.0
1619575699.064823	64.0
1619575699.078906	64.0
1619575699.093529	66.0
1619575699.107083	66.0
1619575699.121081	65.0
1619575699.13487	65.0
1619575699.148668	66.0
1619575699.161487	65.0
1619575699.175072	65.0
1619575699.187977	65.0
1619575699.201503	65.0
1619575699.214893	66.0
1619575699.228896	67.0
1619575699.243268	67.0
1619575699.25706	67.0
1619575699.270962	67.0
1619575699.284413	67.0
1619575699.298302	66.0
1619575699.312591	66.0
1619575699.327044	66.0
1619575699.341183	66.0
1619575699.35566	66.0
1619575699.369644	67.0
1619575699.384544	65.0
1619575699.3979	66.0
1619575699.411398	66.0
1619575699.425862	67.0
1619575699.439651	67.0
1619575699.453576	67.0
1619575699.467277	66.0
1619575699.480619	66.0
1619575699.494808	67.0
1619575699.508181	67.0
1619575699.521706	67.0
1619575699.53528	67.0
1619575699.549462	68.0
1619575699.563623	68.0
1619575699.577256	67.0
1619575699.590953	68.0
1619575699.605027	69.0
1619575699.618929	68.0
1619575699.633011	68.0
1619575699.647128	67.0
1619575699.660738	68.0
1619575699.673849	67.0
1619575699.686968	66.0
1619575699.700579	66.0
1619575699.713587	66.0
1619575699.727645	67.0
1619575699.740587	67.0
1619575699.75486	66.0
1619575699.76825	67.0
1619575699.781764	68.0
1619575699.795836	68.0
1619575699.809535	69.0
1619575699.823063	68.0
1619575699.836555	67.0
1619575699.850043	69.0
1619575699.863075	68.0
1619575699.87575	68.0
1619575699.888848	69.0
1619575699.902464	68.0
1619575699.915949	68.0
1619575699.929137	68.0
1619575699.942643	67.0
1619575699.956663	67.0
1619575699.970765	67.0
1619575699.984331	68.0
1619575699.998489	67.0
1619575700.012225	68.0
1619575700.026481	67.0
1619575700.04052	67.0
1619575700.055378	68.0
1619575700.069479	69.0
1619575700.082918	68.0
1619575700.096923	69.0
1619575700.110905	68.0
1619575700.124842	69.0
1619575700.138719	70.0
1619575700.152547	69.0
1619575700.166147	69.0
1619575700.180023	70.0
1619575700.194276	70.0
1619575700.207262	69.0
1619575700.2208	69.0
1619575700.234037	68.0
1619575700.247643	68.0
1619575700.260528	68.0
1619575700.274667	68.0
1619575700.288151	68.0
1619575700.301626	69.0
1619575700.315726	68.0
1619575700.329395	69.0
1619575700.343633	70.0
1619575700.357695	69.0
1619575700.372387	69.0
1619575700.385767	70.0
1619575700.399136	69.0
1619575700.412725	70.0
1619575700.426774	70.0
1619575700.440513	71.0
1619575700.454842	70.0
1619575700.468789	71.0
1619575700.482846	71.0
1619575700.496284	70.0
1619575700.510006	69.0
1619575700.524735	70.0
1619575700.539015	70.0
1619575700.553925	69.0
1619575700.567884	69.0
1619575700.582572	69.0
1619575700.596261	68.0
1619575700.610235	70.0
1619575700.624507	70.0
1619575700.638762	70.0
1619575700.652161	70.0
1619575700.665734	71.0
1619575700.679505	71.0
1619575700.693503	71.0
1619575700.708029	71.0
1619575700.722658	71.0
1619575700.736083	71.0
1619575700.750141	71.0
1619575700.763566	71.0
1619575700.777471	71.0
1619575700.791124	70.0
1619575700.804453	70.0
1619575700.818993	71.0
1619575700.833384	70.0
1619575700.847746	70.0
1619575700.862505	70.0
1619575700.876989	70.0
1619575700.890817	70.0
1619575700.905417	71.0
1619575700.919793	71.0
1619575700.932809	71.0
1619575700.947249	72.0
1619575700.960254	71.0
1619575700.973511	72.0
1619575700.988103	71.0
1619575701.00264	72.0
1619575701.017708	71.0
1619575701.031273	71.0
1619575701.045732	72.0
1619575701.059582	71.0
1619575701.074177	70.0
1619575701.088281	70.0
1619575701.102546	71.0
1619575701.116555	70.0
1619575701.13092	70.0
1619575701.144357	72.0
1619575701.158415	71.0
1619575701.172106	71.0
1619575701.186429	70.0
1619575701.199683	73.0
1619575701.213667	72.0
1619575701.227671	72.0
1619575701.241625	72.0
1619575701.2562	72.0
1619575701.270257	72.0
1619575701.284231	72.0
1619575701.298723	73.0
1619575701.31259	73.0
1619575701.326119	72.0
1619575701.33994	72.0
1619575701.353353	72.0
1619575701.367078	72.0
1619575701.380717	71.0
1619575701.394275	72.0
1619575701.408755	72.0
1619575701.422999	71.0
1619575701.436305	71.0
1619575701.449859	72.0
1619575701.463872	71.0
1619575701.476724	73.0
1619575701.490237	73.0
1619575701.504288	73.0
1619575701.518353	73.0
1619575701.531719	72.0
1619575701.544922	72.0
1619575701.558949	72.0
1619575701.5722	73.0
1619575701.586451	74.0
1619575701.599339	73.0
1619575701.613339	73.0
1619575701.627747	74.0
1619575701.641401	73.0
1619575701.655409	72.0
1619575701.668382	72.0
1619575701.682575	72.0
1619575701.696927	73.0
1619575701.711513	72.0
1619575701.72502	73.0
1619575701.738539	73.0
1619575701.752368	72.0
1619575701.767839	73.0
1619575701.781101	74.0
1619575701.795583	74.0
1619575701.808625	74.0
1619575701.822999	73.0
1619575701.836441	74.0
1619575701.849815	74.0
1619575701.863595	74.0
1619575701.876632	73.0
1619575701.889827	74.0
1619575701.902969	75.0
1619575701.916467	74.0
1619575701.930564	74.0
1619575701.944977	74.0
1619575701.958961	74.0
1619575701.972468	74.0
1619575701.986324	74.0
1619575702.001368	73.0
1619575702.014604	73.0
1619575702.028168	74.0
1619575702.042327	74.0
1619575702.055941	73.0
1619575702.069694	74.0
1619575702.083802	74.0
1619575702.098017	74.0
1619575702.11186	74.0
1619575702.125442	75.0
1619575702.139071	75.0
1619575702.152397	75.0
1619575702.166132	74.0
1619575702.179715	75.0
1619575702.192777	74.0
1619575702.206743	74.0
1619575702.220528	75.0
1619575702.234357	74.0
1619575702.249415	75.0
1619575702.26388	74.0
1619575702.277465	74.0
1619575702.291691	75.0
1619575702.305531	74.0
1619575702.32005	73.0
1619575702.333556	73.0
1619575702.346878	74.0
1619575702.361076	75.0
1619575702.374613	75.0
1619575702.388937	76.0
1619575702.402996	75.0
1619575702.416155	75.0
1619575702.430096	75.0
1619575702.444134	76.0
1619575702.457655	75.0
1619575702.470668	76.0
1619575702.484215	76.0
1619575702.496891	76.0
1619575702.510604	75.0
1619575702.524748	76.0
1619575702.539007	75.0
1619575702.55276	75.0
1619575702.567207	76.0
1619575702.580723	75.0
1619575702.593881	75.0
1619575702.607969	75.0
1619575702.62148	76.0
1619575702.63505	75.0
1619575702.649042	76.0
1619575702.662769	77.0
1619575702.677245	77.0
1619575702.690086	75.0
1619575702.703716	76.0
1619575702.718066	76.0
1619575702.733086	76.0
1619575702.747903	75.0
1619575702.76192	76.0
1619575702.776942	76.0
1619575702.790674	77.0
1619575702.804574	76.0
1619575702.81829	76.0
1619575702.833043	76.0
1619575702.846273	76.0
1619575702.859871	76.0
1619575702.874346	76.0
1619575702.888093	75.0
1619575702.901766	75.0
1619575702.916388	76.0
1619575702.93055	76.0
1619575702.944237	76.0
1619575702.959036	77.0
1619575702.972579	76.0
1619575702.987842	77.0
1619575703.001904	77.0
1619575703.015641	77.0
1619575703.029788	76.0
1619575703.043461	78.0
1619575703.057484	78.0
1619575703.071307	77.0
1619575703.085392	76.0
1619575703.099461	78.0
1619575703.113591	77.0
1619575703.128795	77.0
1619575703.142815	77.0
1619575703.156942	76.0
1619575703.171123	76.0
1619575703.184532	76.0
1619575703.199349	77.0
1619575703.212997	78.0
1619575703.227695	77.0
1619575703.242261	76.0
1619575703.256428	76.0
1619575703.270647	77.0
1619575703.284132	77.0
1619575703.297819	78.0
1619575703.31189	78.0
1619575703.32681	78.0
1619575703.340609	78.0
1619575703.35491	77.0
1619575703.368185	79.0
1619575703.381703	79.0
1619575703.3959	78.0
1619575703.410532	77.0
1619575703.425883	78.0
1619575703.439834	76.0
1619575703.453098	77.0
1619575703.467174	77.0
1619575703.48123	78.0
1619575703.495985	77.0
1619575703.510108	77.0
1619575703.523546	77.0
1619575703.537041	77.0
1619575703.551141	79.0
1619575703.56488	79.0
1619575703.578284	80.0
1619575703.592284	79.0
1619575703.605838	80.0
1619575703.619888	80.0
1619575703.633979	79.0
1619575703.64779	79.0
1619575703.661306	79.0
1619575703.675301	80.0
1619575703.688871	79.0
1619575703.702311	81.0
1619575703.716117	80.0
1619575703.730333	78.0
1619575703.743908	76.0
1619575703.758324	78.0
1619575703.771202	77.0
1619575703.784361	78.0
1619575703.799022	78.0
1619575703.812727	78.0
1619575703.826373	78.0
1619575703.840422	77.0
1619575703.853959	78.0
1619575703.867959	80.0
1619575703.88154	79.0
1619575703.895572	79.0
1619575703.909535	79.0
1619575703.92338	80.0
1619575703.937043	79.0
1619575703.950391	80.0
1619575703.963895	79.0
1619575703.977254	80.0
1619575703.990445	80.0
1619575704.003761	79.0
1619575704.017345	80.0
1619575704.030972	79.0
1619575704.044503	79.0
1619575704.058706	79.0
1619575704.072783	78.0
1619575704.086462	79.0
1619575704.100538	78.0
1619575704.114271	79.0
1619575704.127695	80.0
1619575704.141907	79.0
1619575704.155077	79.0
1619575704.168878	80.0
1619575704.182524	80.0
1619575704.195954	81.0
1619575704.209608	80.0
1619575704.223805	79.0
1619575704.237934	81.0
1619575704.252098	81.0
1619575704.265905	80.0
1619575704.279773	80.0
1619575704.293264	80.0
1619575704.306869	81.0
1619575704.320113	80.0
1619575704.334314	81.0
1619575704.348301	80.0
1619575704.362289	79.0
1619575704.375674	79.0
1619575704.388578	79.0
1619575704.401895	80.0
1619575704.415319	81.0
1619575704.429084	80.0
1619575704.443094	79.0
1619575704.456431	79.0
1619575704.470476	81.0
1619575704.483607	81.0
1619575704.497423	81.0
1619575704.511862	81.0
1619575704.526043	82.0
1619575704.541029	81.0
1619575704.555222	81.0
1619575704.569027	82.0
1619575704.584018	82.0
1619575704.597439	81.0
