1619607637.783054, 0
1619607637.797622, 0
1619607637.811739, 2
1619607637.825659, 0
1619607637.839925, 3
1619607637.853669, 0
1619607637.867700, 5
1619607637.883722, 7
1619607637.898800, 15
1619607637.912690, 15
1619607637.927764, 20
1619607637.941715, 22
1619607637.956719, 25
1619607637.971710, 31
1619607637.984710, 34
1619607637.999910, 39
1619607638.013812, 42
1619607638.028141, 44
1619607638.041910, 50
1619607638.056258, 53
1619607638.070196, 57
1619607638.084195, 61
1619607638.098245, 65
1619607638.112267, 69
1619607638.127175, 74
1619607638.141210, 79
1619607638.154986, 83
1619607638.169021, 85
1619607638.182163, 89
1619607638.197022, 94
1619607638.210691, 99
1619607638.225079, 99
1619607638.239160, 99
1619607638.254099, 100
1619607638.267672, 99
1619607638.281091, 99
1619607638.295327, 99
1619607638.310099, 100
1619607638.325093, 100
1619607638.338721, 100
1619607638.352698, 100
1619607638.365698, 99
1619607638.380244, 99
1619607638.393952, 98
1619607638.407988, 99
1619607638.421978, 99
1619607638.436163, 99
1619607638.449975, 100
1619607638.463996, 100
1619607638.480105, 100
1619607638.493968, 100
1619607638.507764, 99
1619607638.522008, 100
1619607638.536061, 99
1619607638.551066, 100
1619607638.565278, 100
1619607638.579106, 99
1619607638.593154, 99
1619607638.608111, 99
1619607638.622420, 99
1619607638.636097, 100
1619607638.651104, 99
1619607638.665166, 99
1619607638.680157, 99
1619607638.693274, 100
1619607638.708414, 100
1619607638.723225, 100
1619607638.738188, 99
1619607638.752212, 98
1619607638.765237, 99
1619607638.778259, 99
1619607638.792300, 99
1619607638.806391, 99
1619607638.821339, 99
1619607638.836313, 99
1619607638.850366, 100
1619607638.864349, 99
1619607638.878418, 100
1619607638.893372, 100
1619607638.908470, 99
1619607638.922403, 100
1619607638.937567, 99
1619607638.952488, 96
1619607638.967465, 100
1619607638.980550, 99
1619607638.994467, 98
1619607639.008503, 98
1619607639.022518, 96
1619607639.036629, 100
1619607639.051855, 99
1619607639.066606, 100
1619607639.082481, 99
1619607639.095523, 98
1619607639.109673, 97
1619607639.124583, 100
1619607639.139679, 98
1619607639.154589, 96
1619607639.167769, 96
1619607639.180573, 97
1619607639.193623, 98
1619607639.208220, 99
1619607639.221691, 99
1619607639.235682, 99
1619607639.249646, 96
1619607639.263568, 96
1619607639.278025, 98
1619607639.290883, 98
1619607639.305034, 96
1619607639.318694, 96
1619607639.333185, 97
1619607639.346834, 96
1619607639.361271, 96
1619607639.375808, 99
1619607639.391134, 94
1619607639.404773, 94
1619607639.420124, 96
1619607639.433711, 98
1619607639.447767, 97
1619607639.461898, 98
1619607639.475929, 98
1619607639.490007, 98
1619607639.503710, 99
1619607639.517578, 100
1619607639.532168, 94
1619607639.546653, 93
1619607639.561071, 96
1619607639.574790, 94
1619607639.588410, 91
1619607639.602104, 91
1619607639.616580, 92
1619607639.630356, 91
1619607639.643788, 93
1619607639.657439, 97
1619607639.672170, 93
1619607639.687568, 92
1619607639.702190, 95
1619607639.715962, 94
1619607639.730312, 92
1619607639.743177, 93
1619607639.757666, 95
1619607639.772148, 94
1619607639.785850, 95
1619607639.800353, 99
1619607639.813974, 94
1619607639.828065, 91
1619607639.841328, 89
1619607639.855069, 88
1619607639.868780, 84
1619607639.882424, 79
1619607639.895218, 75
1619607639.908115, 73
1619607639.921845, 71
1619607639.935526, 73
1619607639.949134, 73
1619607639.962802, 70
1619607639.976086, 69
1619607639.989311, 67
1619607640.002703, 66
1619607640.017195, 63
1619607640.031687, 61
1619607640.045094, 60
1619607640.058558, 56
1619607640.072021, 56
1619607640.086141, 56
1619607640.100312, 52
1619607640.114059, 52
1619607640.128513, 52
1619607640.142197, 52
1619607640.155952, 51
1619607640.169517, 52
1619607640.183152, 48
1619607640.196951, 43
1619607640.211378, 38
1619607640.225309, 38
1619607640.238181, 39
1619607640.253241, 40
1619607640.266963, 41
1619607640.281249, 38
1619607640.295153, 38
1619607640.309244, 38
1619607640.323062, 39
1619607640.336714, 40
1619607640.351075, 40
1619607640.364785, 39
1619607640.378661, 39
1619607640.392970, 39
1619607640.407675, 39
1619607640.421871, 40
1619607640.436241, 40
1619607640.449390, 41
1619607640.463620, 39
1619607640.478156, 39
1619607640.491993, 40
1619607640.505104, 40
1619607640.519538, 39
1619607640.533914, 40
1619607640.547667, 40
1619607640.562496, 38
1619607640.576240, 37
1619607640.589913, 40
1619607640.604262, 41
1619607640.617991, 40
1619607640.632346, 42
1619607640.645506, 42
1619607640.659047, 40
1619607640.672188, 39
1619607640.685362, 40
1619607640.698613, 41
1619607640.712180, 39
1619607640.725108, 40
1619607640.738275, 40
1619607640.752861, 41
1619607640.766628, 39
1619607640.780734, 38
1619607640.794788, 40
1619607640.808559, 38
1619607640.822383, 39
1619607640.836489, 40
1619607640.850663, 41
1619607640.864941, 39
1619607640.879256, 39
1619607640.893386, 39
1619607640.907006, 38
1619607640.921892, 39
1619607640.936787, 39
1619607640.950375, 38
1619607640.963880, 39
1619607640.978139, 39
1619607640.992507, 40
1619607641.007104, 39
1619607641.022429, 39
1619607641.035967, 41
1619607641.050565, 41
1619607641.065293, 42
1619607641.079096, 41
1619607641.093348, 41
1619607641.107099, 40
1619607641.121495, 39
1619607641.135833, 40
1619607641.149508, 41
1619607641.163648, 39
1619607641.178140, 40
1619607641.191538, 41
1619607641.205033, 41
1619607641.218207, 39
1619607641.231979, 40
1619607641.246151, 41
1619607641.261225, 41
1619607641.275479, 41
1619607641.289408, 41
1619607641.303754, 42
1619607641.317222, 41
1619607641.331700, 39
1619607641.345467, 40
1619607641.359637, 40
1619607641.374510, 40
1619607641.387953, 40
1619607641.401079, 40
1619607641.414054, 41
1619607641.428187, 40
1619607641.441859, 40
1619607641.455426, 41
1619607641.468936, 41
1619607641.482917, 41
1619607641.495894, 41
1619607641.509928, 42
1619607641.523522, 43
1619607641.536999, 42
1619607641.550920, 41
1619607641.564438, 41
1619607641.578594, 41
1619607641.592474, 41
1619607641.606522, 40
1619607641.620572, 41
1619607641.634487, 41
1619607641.648346, 42
1619607641.662063, 42
1619607641.675122, 42
1619607641.688484, 42
1619607641.703592, 42
1619607641.717452, 42
1619607641.731132, 42
1619607641.744971, 43
1619607641.759596, 43
1619607641.773493, 42
1619607641.787000, 42
1619607641.800759, 42
1619607641.814288, 41
1619607641.828512, 41
1619607641.842569, 42
1619607641.856774, 42
1619607641.870436, 43
1619607641.884030, 43
1619607641.898021, 43
1619607641.912460, 43
1619607641.926809, 42
1619607641.941308, 43
1619607641.955445, 43
1619607641.968807, 43
1619607641.983614, 42
1619607641.997576, 44
1619607642.011806, 43
1619607642.025075, 43
1619607642.038638, 43
1619607642.052632, 43
1619607642.065860, 43
1619607642.080365, 43
1619607642.093939, 45
1619607642.107540, 45
1619607642.121232, 45
1619607642.135212, 46
1619607642.149092, 45
1619607642.163133, 45
1619607642.177139, 45
1619607642.191946, 44
1619607642.205424, 43
1619607642.219033, 44
1619607642.232993, 44
1619607642.247257, 44
1619607642.261230, 44
1619607642.275143, 44
1619607642.289115, 44
1619607642.303558, 45
1619607642.317625, 45
1619607642.331200, 47
1619607642.344740, 47
1619607642.358299, 46
1619607642.372764, 46
1619607642.386871, 46
1619607642.401359, 47
1619607642.415836, 46
1619607642.430417, 45
1619607642.444245, 47
1619607642.458246, 47
1619607642.472555, 46
1619607642.485773, 46
1619607642.498931, 47
1619607642.512934, 46
1619607642.527517, 48
1619607642.540957, 47
1619607642.555008, 48
1619607642.569523, 48
1619607642.584617, 48
1619607642.598317, 48
1619607642.613028, 47
1619607642.626566, 48
1619607642.641259, 47
1619607642.655598, 47
1619607642.670530, 47
1619607642.684051, 47
1619607642.698111, 48
1619607642.712679, 47
1619607642.726118, 47
1619607642.740390, 47
1619607642.754017, 47
1619607642.767816, 48
1619607642.781788, 48
1619607642.796278, 48
1619607642.809078, 49
1619607642.823046, 49
1619607642.836654, 48
1619607642.850318, 48
1619607642.863400, 48
1619607642.876818, 47
1619607642.889594, 48
1619607642.903214, 48
1619607642.916638, 48
1619607642.929655, 48
1619607642.942911, 49
1619607642.956389, 48
1619607642.969390, 48
1619607642.983482, 49
1619607642.997377, 48
1619607643.010990, 49
1619607643.024476, 49
1619607643.038475, 51
1619607643.051957, 50
1619607643.065938, 51
1619607643.078991, 50
1619607643.092946, 51
1619607643.107048, 50
1619607643.120483, 49
1619607643.133993, 49
1619607643.146650, 49
1619607643.159604, 50
1619607643.173459, 49
1619607643.186659, 49
1619607643.200409, 50
1619607643.213409, 50
1619607643.227226, 50
1619607643.241049, 49
1619607643.254633, 50
1619607643.267648, 50
1619607643.280881, 51
1619607643.294980, 52
1619607643.309933, 51
1619607643.323200, 51
1619607643.336592, 52
1619607643.350879, 51
1619607643.363823, 50
1619607643.377383, 50
1619607643.390920, 50
1619607643.403909, 49
1619607643.417501, 51
1619607643.431453, 51
1619607643.445304, 52
1619607643.458640, 51
1619607643.471814, 51
1619607643.485113, 52
1619607643.498240, 51
1619607643.512497, 50
1619607643.526069, 51
1619607643.539380, 51
1619607643.553062, 51
1619607643.567124, 50
1619607643.581117, 50
1619607643.595336, 50
1619607643.608714, 50
1619607643.622232, 50
1619607643.636301, 49
1619607643.650217, 50
1619607643.664727, 51
1619607643.679288, 52
1619607643.692781, 53
1619607643.707233, 52
1619607643.721761, 52
1619607643.735729, 52
1619607643.749515, 52
1619607643.763523, 51
1619607643.776758, 52
1619607643.790691, 51
1619607643.804955, 51
1619607643.818789, 51
1619607643.833072, 52
1619607643.847660, 52
1619607643.861651, 52
1619607643.875568, 52
1619607643.889029, 51
1619607643.902932, 52
1619607643.916375, 53
1619607643.929419, 54
1619607643.943579, 53
1619607643.957012, 53
1619607643.971788, 53
1619607643.985577, 54
1619607644.000045, 53
1619607644.013321, 51
1619607644.026832, 52
1619607644.040811, 52
1619607644.055354, 52
1619607644.070152, 52
1619607644.084922, 52
1619607644.098349, 53
1619607644.112505, 53
1619607644.126463, 54
1619607644.140483, 54
1619607644.154513, 53
1619607644.167696, 52
1619607644.180828, 53
1619607644.194123, 54
1619607644.207637, 55
1619607644.221069, 55
1619607644.234317, 55
1619607644.247686, 55
1619607644.261099, 55
1619607644.274174, 54
1619607644.287944, 53
1619607644.301996, 53
1619607644.315944, 54
1619607644.328924, 54
1619607644.342930, 54
1619607644.356424, 54
1619607644.369933, 54
1619607644.383355, 54
1619607644.396168, 55
1619607644.408796, 56
1619607644.422467, 54
1619607644.435504, 53
1619607644.449092, 54
1619607644.463599, 55
1619607644.477325, 56
1619607644.491699, 54
1619607644.505535, 55
1619607644.519538, 55
1619607644.533521, 55
1619607644.547523, 55
1619607644.561627, 54
1619607644.576063, 54
1619607644.590366, 54
1619607644.604309, 54
1619607644.618344, 55
1619607644.632436, 53
1619607644.646150, 54
1619607644.660352, 53
1619607644.673545, 54
1619607644.687553, 54
1619607644.701463, 53
1619607644.716489, 53
1619607644.730615, 53
1619607644.744100, 51
1619607644.757841, 53
1619607644.770731, 52
1619607644.783549, 52
1619607644.796255, 53
1619607644.810653, 53
1619607644.823794, 52
1619607644.838287, 53
1619607644.851621, 52
1619607644.864562, 53
1619607644.879521, 53
1619607644.893368, 53
1619607644.907149, 55
1619607644.920878, 55
1619607644.935080, 54
1619607644.949076, 53
1619607644.963763, 55
1619607644.977616, 55
1619607644.991577, 53
1619607645.006579, 53
1619607645.020689, 54
1619607645.034590, 53
1619607645.047846, 52
1619607645.063501, 53
1619607645.077264, 54
1619607645.090850, 52
1619607645.105359, 55
1619607645.119060, 54
1619607645.132368, 54
1619607645.145819, 54
1619607645.160386, 55
1619607645.173620, 54
1619607645.187327, 55
1619607645.201583, 55
1619607645.215599, 54
1619607645.228901, 54
1619607645.242450, 54
1619607645.256129, 54
1619607645.270312, 53
1619607645.283628, 54
1619607645.296570, 54
1619607645.310574, 54
1619607645.324820, 54
1619607645.338323, 54
1619607645.352291, 57
1619607645.366278, 55
1619607645.380311, 56
1619607645.393955, 55
1619607645.408265, 57
1619607645.422245, 56
1619607645.436732, 56
1619607645.450221, 55
1619607645.463790, 56
1619607645.477727, 54
1619607645.491557, 55
1619607645.504583, 54
1619607645.518051, 54
1619607645.531565, 53
1619607645.545140, 55
1619607645.559073, 54
1619607645.572120, 55
1619607645.585581, 54
1619607645.599127, 56
1619607645.612721, 57
1619607645.626728, 57
1619607645.640232, 57
1619607645.653760, 57
1619607645.666892, 56
1619607645.679735, 57
1619607645.693567, 57
1619607645.706850, 57
1619607645.720818, 57
1619607645.735631, 55
1619607645.749222, 55
1619607645.763106, 55
1619607645.776792, 56
1619607645.790821, 55
1619607645.805534, 56
1619607645.819328, 56
1619607645.832409, 56
1619607645.845915, 55
1619607645.859449, 56
1619607645.873603, 56
1619607645.887747, 58
1619607645.901834, 57
1619607645.915880, 57
1619607645.929933, 58
1619607645.944165, 57
1619607645.958422, 58
1619607645.972406, 57
1619607645.985963, 56
1619607645.999538, 56
1619607646.013438, 56
1619607646.027573, 57
1619607646.041359, 56
1619607646.054113, 57
1619607646.068273, 58
1619607646.081833, 57
1619607646.094461, 57
1619607646.107611, 59
1619607646.121898, 59
1619607646.135900, 58
1619607646.149537, 57
1619607646.162976, 58
1619607646.177512, 57
1619607646.190878, 58
1619607646.205026, 59
1619607646.218587, 58
1619607646.232637, 59
1619607646.246176, 57
1619607646.259793, 58
1619607646.273286, 57
1619607646.287011, 58
1619607646.300566, 57
1619607646.313576, 57
1619607646.327189, 57
1619607646.340598, 57
1619607646.353448, 57
1619607646.367132, 58
1619607646.380611, 59
1619607646.393601, 59
1619607646.407794, 59
1619607646.422349, 59
1619607646.435762, 60
1619607646.449289, 59
1619607646.462280, 59
1619607646.475817, 60
1619607646.489811, 60
1619607646.503665, 58
1619607646.517034, 58
1619607646.531127, 59
1619607646.545186, 60
1619607646.558894, 60
1619607646.571950, 59
1619607646.585492, 59
1619607646.598622, 58
1619607646.611773, 59
1619607646.624527, 59
1619607646.637592, 59
1619607646.651270, 59
1619607646.664693, 59
1619607646.678682, 59
1619607646.692257, 59
1619607646.705792, 60
1619607646.720382, 60
1619607646.733915, 60
1619607646.748482, 60
1619607646.762255, 60
1619607646.775863, 59
1619607646.789774, 59
1619607646.803593, 59
1619607646.817767, 60
1619607646.831334, 60
1619607646.845306, 59
1619607646.859288, 58
1619607646.872316, 60
1619607646.885836, 60
1619607646.899812, 61
1619607646.913301, 60
1619607646.926954, 60
1619607646.940938, 61
1619607646.955304, 60
1619607646.969046, 60
1619607646.982569, 60
1619607646.996407, 62
1619607647.009448, 61
1619607647.022913, 61
1619607647.036389, 61
1619607647.049627, 61
1619607647.063002, 60
1619607647.076488, 60
1619607647.091022, 60
1619607647.105110, 60
1619607647.118813, 60
1619607647.133302, 61
1619607647.146855, 62
1619607647.160812, 61
1619607647.175413, 61
1619607647.189443, 62
1619607647.203205, 62
1619607647.217290, 61
1619607647.231720, 62
1619607647.244845, 61
1619607647.259226, 61
1619607647.273199, 61
1619607647.287801, 60
1619607647.301159, 61
1619607647.314686, 62
1619607647.327879, 60
1619607647.341656, 61
1619607647.355134, 62
1619607647.369178, 61
1619607647.383001, 60
