time	bandwidth
38.6	10.4
38.7	10.4
38.8	5.21
38.9	10.4
39.0	10.4
39.1	5.21
39.2	10.4
39.3	10.4
39.4	15.6
39.5	5.21
39.6	10.4
39.7	10.4
39.8	10.4
39.9	5.21
40.0	10.4
40.1	10.4
40.2	10.4
40.3	5.21
40.4	15.6
40.5	10.4
40.6	5.21
40.7	10.4
40.8	10.4
40.9	10.4
41.0	5.21
41.1	10.4
41.2	10.4
41.3	15.6
41.4	5.21
41.5	10.4
41.6	10.4
41.7	10.4
41.8	5.21
41.9	10.4
42.0	10.4
42.1	10.4
42.2	10.4
42.3	5.21
42.4	10.4
42.5	10.4
42.6	10.4
42.7	5.21
42.8	10.4
42.9	10.4
43.0	15.6
43.1	5.21
43.2	10.4
43.3	10.4
43.4	5.21
43.5	10.4
43.6	10.4
43.7	10.4
43.8	5.21
43.9	10.4
44.0	15.6
44.1	10.4
44.2	5.21
44.3	10.4
44.4	10.4
44.5	10.4
44.6	0.0
44.7	0.0
44.8	26.1
44.9	15.6
45.0	10.4
45.1	10.4
45.2	10.4
45.3	5.21
45.4	10.4
45.5	10.4
45.6	5.21
45.7	10.4
45.8	10.4
45.9	10.4
46.0	10.4
46.1	10.4
46.2	10.4
46.3	10.4
46.4	5.21
46.5	10.4
46.6	10.4
46.7	10.4
46.8	5.21
46.9	10.4
47.0	10.4
47.1	10.4
47.2	5.21
47.3	10.4
47.4	15.6
47.5	10.4
47.6	5.21
47.7	10.4
47.8	10.4
47.9	5.21
48.0	10.4
48.1	10.4
48.2	10.4
48.3	10.4
48.4	5.21
48.5	15.6
48.6	10.4
48.7	10.4
48.8	5.21
48.9	10.4
49.0	10.4
49.1	5.21
49.2	10.4
49.3	10.4
49.4	10.4
49.5	10.4
49.6	10.4
49.7	10.4
49.8	10.4
49.9	5.21
50.0	10.4
50.1	10.4
50.2	5.21
50.3	10.4
50.4	15.6
50.5	10.4
50.6	5.21
50.7	10.4
50.8	10.4
50.9	5.21
51.0	10.4
51.1	10.4
51.2	15.6
51.3	5.21
51.4	10.4
51.5	10.4
51.6	5.21
51.7	10.4
51.8	10.4
51.9	10.4
52.0	5.21
52.1	10.4
52.2	10.4
52.3	15.6
52.4	5.21
52.5	10.4
52.6	10.4
52.7	10.4
52.8	5.21
52.9	10.4
53.0	10.4
53.1	10.4
53.2	5.21
53.3	10.4
53.4	10.4
53.5	10.4
53.6	10.4
53.7	5.21
53.8	10.4
53.9	15.6
54.0	10.4
54.1	5.21
54.2	10.4
54.3	10.4
54.4	10.4
54.5	5.21
54.6	10.4
54.7	10.4
54.8	10.4
54.9	5.21
55.0	10.4
55.1	10.4
55.2	15.6
55.3	5.21
55.4	10.4
55.5	10.4
55.6	10.4
55.7	5.21
55.8	10.4
55.9	10.4
56.0	10.4
56.1	5.21
56.2	10.4
56.3	10.4
56.4	15.6
56.5	5.21
56.6	10.4
56.7	10.4
56.8	10.4
56.9	5.21
57.0	10.4
57.1	10.4
57.2	5.21
57.3	10.4
57.4	15.6
57.5	10.4
57.6	5.21
57.7	10.4
57.8	10.4
57.9	10.4
58.0	10.4
58.1	5.21
58.2	10.4
58.3	10.4
58.4	10.4
58.5	5.21
58.6	10.4
58.7	10.4
58.8	15.6
58.9	5.21
59.0	10.4
59.1	10.4
59.2	10.4
59.3	5.21
59.4	10.4
59.5	10.4
59.6	5.21
59.7	10.4
59.8	10.4
59.9	10.4
