time	qlen
1619575580.965247	7.0
1619575580.978401	6.0
1619575580.994691	7.0
1619575581.008571	7.0
1619575581.022599	7.0
1619575581.036504	8.0
1619575581.050584	7.0
1619575581.063679	8.0
1619575581.077648	7.0
1619575581.090837	8.0
1619575581.105587	8.0
1619575581.120332	9.0
1619575581.135197	8.0
1619575581.149057	8.0
1619575581.163829	9.0
1619575581.17777	9.0
1619575581.191708	8.0
1619575581.205715	10.0
1619575581.220391	9.0
1619575581.235177	9.0
1619575581.249913	9.0
1619575581.263268	10.0
1619575581.277821	7.0
1619575581.291762	2.0
1619575581.306606	3.0
1619575581.321274	3.0
1619575581.336785	3.0
1619575581.350834	3.0
1619575581.364297	4.0
1619575581.378526	3.0
1619575581.391527	4.0
1619575581.405991	4.0
1619575581.421321	5.0
1619575581.436838	6.0
1619575581.450812	6.0
1619575581.46398	5.0
1619575581.47955	6.0
1619575581.493466	5.0
1619575581.50821	5.0
1619575581.522959	6.0
1619575581.537685	6.0
1619575581.552419	7.0
1619575581.566398	7.0
1619575581.581131	8.0
1619575581.595101	6.0
1619575581.608239	7.0
1619575581.622427	8.0
1619575581.637393	9.0
1619575581.652485	8.0
1619575581.666601	8.0
1619575581.681202	8.0
1619575581.695449	10.0
1619575581.70944	9.0
1619575581.72336	9.0
1619575581.737332	9.0
1619575581.752063	9.0
1619575581.766852	9.0
1619575581.781597	9.0
1619575581.795545	9.0
1619575581.809529	9.0
1619575581.823469	9.0
1619575581.837694	2.0
1619575581.852962	3.0
1619575581.867084	2.0
1619575581.881677	1.0
1619575581.895596	2.0
1619575581.908828	3.0
1619575581.922796	3.0
1619575581.936727	3.0
1619575581.950697	3.0
1619575581.964687	5.0
1619575581.978672	4.0
1619575581.992604	5.0
1619575582.006691	5.0
1619575582.021285	5.0
1619575582.035225	5.0
1619575582.049974	6.0
1619575582.063732	6.0
1619575582.077919	5.0
1619575582.091874	6.0
1619575582.105055	7.0
1619575582.119037	6.0
1619575582.133048	7.0
1619575582.147048	7.0
1619575582.16248	7.0
1619575582.176528	7.0
1619575582.190437	7.0
1619575582.204391	8.0
1619575582.217586	9.0
1619575582.231582	8.0
1619575582.245527	9.0
1619575582.259469	9.0
1619575582.273427	9.0
1619575582.287572	9.0
1619575582.300628	10.0
1619575582.31528	9.0
1619575582.328557	9.0
1619575582.341708	10.0
1619575582.355665	9.0
1619575582.369645	10.0
1619575582.384473	9.0
1619575582.399159	9.0
1619575582.413285	8.0
1619575582.427306	6.0
1619575582.442038	5.0
1619575582.456808	4.0
1619575582.470941	3.0
1619575582.484889	2.0
1619575582.498996	3.0
1619575582.5126	3.0
1619575582.526643	3.0
1619575582.541296	4.0
1619575582.556056	4.0
1619575582.570029	5.0
1619575582.583975	3.0
1619575582.597941	4.0
1619575582.612691	4.0
1619575582.626688	6.0
1619575582.640588	5.0
1619575582.654066	6.0
1619575582.667722	5.0
1619575582.680934	7.0
1619575582.695556	6.0
1619575582.70894	6.0
1619575582.722886	7.0
1619575582.737576	8.0
1619575582.752296	7.0
1619575582.766285	7.0
1619575582.781654	7.0
1619575582.795569	8.0
1619575582.808776	8.0
1619575582.824283	8.0
1619575582.839021	9.0
1619575582.853016	8.0
1619575582.866457	10.0
1619575582.88095	9.0
1619575582.89499	10.0
1619575582.908109	9.0
1619575582.922083	9.0
1619575582.935986	9.0
1619575582.949993	9.0
1619575582.963956	10.0
1619575582.977922	9.0
1619575582.99263	8.0
1619575583.0063	9.0
1619575583.020561	9.0
1619575583.034297	2.0
1619575583.047706	3.0
1619575583.061238	3.0
1619575583.075358	2.0
1619575583.08913	3.0
1619575583.10321	2.0
1619575583.117854	3.0
1619575583.131799	3.0
1619575583.14574	4.0
1619575583.159535	4.0
1619575583.172793	4.0
1619575583.186757	4.0
1619575583.2016	5.0
1619575583.215564	5.0
1619575583.229553	5.0
1619575583.243336	6.0
1619575583.257198	7.0
1619575583.271432	6.0
1619575583.285479	6.0
1619575583.300127	6.0
1619575583.313316	7.0
1619575583.327315	7.0
1619575583.341246	7.0
1619575583.355229	8.0
1619575583.369216	7.0
1619575583.383138	8.0
1619575583.397174	8.0
1619575583.411082	8.0
1619575583.425048	8.0
1619575583.438268	9.0
1619575583.45376	10.0
1619575583.467315	9.0
1619575583.481175	9.0
1619575583.494589	10.0
1619575583.507796	10.0
1619575583.521762	9.0
1619575583.53571	9.0
1619575583.549699	10.0
1619575583.563623	10.0
1619575583.577578	8.0
1619575583.590801	4.0
1619575583.604785	2.0
1619575583.618199	2.0
1619575583.631565	2.0
1619575583.645099	2.0
1619575583.659111	2.0
1619575583.673	2.0
1619575583.687021	4.0
1619575583.700956	3.0
1619575583.714912	4.0
1619575583.729667	4.0
1619575583.743623	6.0
1619575583.757583	4.0
1619575583.773616	5.0
1619575583.788352	5.0
1619575583.801839	6.0
1619575583.815775	5.0
1619575583.829725	6.0
1619575583.843002	6.0
1619575583.857656	8.0
1619575583.871604	6.0
1619575583.885613	7.0
1619575583.899518	7.0
1619575583.913116	8.0
1619575583.927468	6.0
1619575583.942215	9.0
1619575583.960021	9.0
1619575583.977916	9.0
1619575583.991167	10.0
1619575584.005076	9.0
1619575584.020275	9.0
1619575584.033775	8.0
1619575584.047699	9.0
1619575584.060896	10.0
1619575584.074107	10.0
1619575584.088072	9.0
1619575584.101866	9.0
1619575584.115998	9.0
1619575584.130743	6.0
1619575584.143882	4.0
1619575584.157894	2.0
1619575584.171831	3.0
1619575584.188897	3.0
1619575584.202138	3.0
1619575584.216928	3.0
1619575584.230307	3.0
1619575584.243703	4.0
1619575584.256907	3.0
1619575584.270178	4.0
1619575584.285235	3.0
1619575584.299781	4.0
1619575584.313933	4.0
1619575584.328441	5.0
1619575584.343217	5.0
1619575584.356325	5.0
1619575584.369601	5.0
1619575584.382844	5.0
1619575584.397541	6.0
1619575584.411489	6.0
1619575584.425718	7.0
1619575584.439199	6.0
1619575584.45333	6.0
1619575584.467231	7.0
1619575584.481828	7.0
1619575584.495868	7.0
1619575584.509882	8.0
1619575584.523267	8.0
1619575584.538041	9.0
1619575584.552014	8.0
1619575584.565986	8.0
1619575584.580694	8.0
1619575584.594699	8.0
1619575584.607865	10.0
1619575584.621112	10.0
1619575584.635146	9.0
1619575584.649737	10.0
1619575584.663719	10.0
1619575584.67766	10.0
1619575584.692126	9.0
1619575584.705438	9.0
1619575584.71934	9.0
1619575584.733714	8.0
1619575584.747559	3.0
1619575584.76142	2.0
1619575584.776422	3.0
1619575584.790479	4.0
1619575584.80375	3.0
1619575584.816964	3.0
1619575584.830607	4.0
1619575584.844513	5.0
1619575584.858478	4.0
1619575584.873015	5.0
1619575584.886512	4.0
1619575584.899299	6.0
1619575584.912464	5.0
1619575584.925269	5.0
1619575584.939111	6.0
1619575584.95258	6.0
1619575584.9661	6.0
1619575584.98011	6.0
1619575584.99382	7.0
1619575585.007231	7.0
1619575585.020978	6.0
1619575585.03562	6.0
1619575585.049617	7.0
1619575585.064429	7.0
1619575585.078704	8.0
1619575585.092477	8.0
1619575585.106614	8.0
1619575585.120229	9.0
1619575585.134319	9.0
1619575585.147797	9.0
1619575585.1618	9.0
1619575585.176479	8.0
1619575585.190127	9.0
1619575585.204618	10.0
1619575585.217875	9.0
1619575585.231851	10.0
1619575585.244969	8.0
1619575585.258874	9.0
1619575585.272716	8.0
1619575585.286473	7.0
1619575585.300515	3.0
1619575585.313649	2.0
1619575585.327601	3.0
1619575585.342181	3.0
1619575585.356062	3.0
1619575585.369672	4.0
1619575585.384175	3.0
1619575585.39806	3.0
1619575585.411957	3.0
1619575585.425416	4.0
1619575585.43925	4.0
1619575585.452596	4.0
1619575585.467007	5.0
1619575585.481436	5.0
1619575585.495645	5.0
1619575585.509298	5.0
1619575585.523716	6.0
1619575585.537245	5.0
1619575585.550848	6.0
1619575585.564489	7.0
1619575585.57812	8.0
1619575585.591645	7.0
1619575585.605299	7.0
1619575585.619415	8.0
1619575585.632511	8.0
1619575585.646727	8.0
1619575585.660501	8.0
1619575585.673762	9.0
1619575585.687094	8.0
1619575585.701146	9.0
1619575585.714918	8.0
1619575585.729292	9.0
1619575585.742711	9.0
1619575585.7559	9.0
1619575585.769823	9.0
1619575585.783621	10.0
1619575585.796721	9.0
1619575585.810966	10.0
1619575585.824483	9.0
1619575585.838714	8.0
1619575585.853152	8.0
1619575585.868589	1.0
1619575585.882222	3.0
1619575585.89647	4.0
1619575585.909923	1.0
1619575585.924008	3.0
1619575585.937592	3.0
1619575585.951627	3.0
1619575585.965555	3.0
1619575585.979478	4.0
1619575585.993066	3.0
1619575586.008181	4.0
1619575586.02277	4.0
1619575586.036422	4.0
1619575586.050876	5.0
1619575586.065193	5.0
1619575586.078724	6.0
1619575586.093251	5.0
1619575586.107631	6.0
1619575586.121932	6.0
1619575586.136107	7.0
1619575586.149784	6.0
1619575586.16456	7.0
1619575586.178642	7.0
1619575586.193182	7.0
1619575586.20668	7.0
1619575586.22167	8.0
1619575586.235715	7.0
1619575586.249514	7.0
1619575586.263089	9.0
1619575586.27726	9.0
1619575586.291497	8.0
1619575586.304704	8.0
1619575586.319313	9.0
1619575586.33279	10.0
1619575586.34638	9.0
1619575586.360837	9.0
1619575586.374645	10.0
1619575586.388353	9.0
1619575586.402433	9.0
1619575586.416227	9.0
1619575586.430919	9.0
1619575586.444762	3.0
1619575586.458953	2.0
1619575586.473271	3.0
1619575586.48707	2.0
1619575586.500917	4.0
1619575586.514624	3.0
1619575586.528075	4.0
1619575586.542002	4.0
1619575586.556478	4.0
1619575586.570762	3.0
1619575586.585707	4.0
1619575586.600439	5.0
1619575586.613755	5.0
1619575586.628132	6.0
1619575586.641965	6.0
1619575586.656099	6.0
1619575586.670986	6.0
1619575586.684459	6.0
1619575586.698306	7.0
1619575586.712187	7.0
1619575586.726163	7.0
1619575586.740621	6.0
1619575586.753626	7.0
1619575586.767952	8.0
1619575586.781625	9.0
1619575586.795765	8.0
1619575586.81018	9.0
1619575586.824342	9.0
1619575586.838184	9.0
1619575586.852696	9.0
1619575586.867775	10.0
1619575586.882175	9.0
1619575586.896878	9.0
1619575586.911348	9.0
1619575586.925072	9.0
1619575586.938573	9.0
1619575586.952019	9.0
1619575586.965034	9.0
1619575586.978046	8.0
1619575586.991004	6.0
1619575587.00492	4.0
1619575587.019935	2.0
1619575587.034534	2.0
1619575587.047588	3.0
1619575587.061537	2.0
1619575587.075286	2.0
1619575587.088635	3.0
1619575587.102228	3.0
1619575587.116597	4.0
1619575587.130045	3.0
1619575587.143923	4.0
1619575587.157757	5.0
1619575587.172743	5.0
1619575587.187381	5.0
1619575587.201155	5.0
1619575587.215644	6.0
1619575587.229119	5.0
1619575587.243905	5.0
1619575587.258468	7.0
1619575587.272938	6.0
1619575587.286637	7.0
1619575587.300834	7.0
1619575587.315118	7.0
1619575587.328359	8.0
1619575587.343201	8.0
1619575587.357356	8.0
1619575587.37175	8.0
1619575587.385285	7.0
1619575587.39918	8.0
1619575587.412937	8.0
1619575587.427269	8.0
1619575587.44185	8.0
1619575587.455565	9.0
1619575587.469802	9.0
1619575587.484161	9.0
1619575587.499065	9.0
1619575587.513286	9.0
1619575587.52745	9.0
1619575587.541414	10.0
1619575587.554934	9.0
1619575587.568729	9.0
1619575587.583103	8.0
1619575587.596282	2.0
1619575587.610611	4.0
1619575587.625053	2.0
1619575587.639073	1.0
1619575587.652972	3.0
1619575587.667572	3.0
1619575587.681377	3.0
1619575587.695808	3.0
1619575587.708669	4.0
1619575587.723105	4.0
1619575587.736377	5.0
1619575587.749918	4.0
1619575587.764058	5.0
1619575587.777586	4.0
1619575587.79161	5.0
1619575587.805458	4.0
1619575587.819027	6.0
1619575587.833195	5.0
1619575587.84706	6.0
1619575587.861653	6.0
1619575587.876052	6.0
1619575587.889965	6.0
1619575587.904541	7.0
1619575587.918486	8.0
1619575587.933021	7.0
1619575587.947375	8.0
1619575587.962084	7.0
1619575587.976482	9.0
1619575587.990773	8.0
1619575588.004801	8.0
1619575588.018871	9.0
1619575588.032879	9.0
1619575588.047449	9.0
1619575588.061892	10.0
1619575588.076234	10.0
1619575588.090729	9.0
1619575588.104522	8.0
1619575588.118382	8.0
1619575588.132778	7.0
1619575588.147158	2.0
1619575588.161025	2.0
1619575588.174309	1.0
1619575588.189276	3.0
1619575588.203128	2.0
1619575588.216923	2.0
1619575588.230265	3.0
1619575588.244694	2.0
1619575588.257988	3.0
1619575588.272919	4.0
1619575588.286832	3.0
1619575588.300092	5.0
1619575588.314992	5.0
1619575588.328843	5.0
1619575588.342777	5.0
1619575588.356616	5.0
1619575588.370116	6.0
1619575588.383704	6.0
1619575588.396966	5.0
1619575588.410292	5.0
1619575588.423	7.0
1619575588.435759	6.0
1619575588.448965	6.0
1619575588.461806	6.0
1619575588.475119	7.0
1619575588.488797	8.0
1619575588.50325	7.0
1619575588.516413	7.0
1619575588.530354	8.0
1619575588.544009	8.0
1619575588.557828	8.0
1619575588.571745	8.0
1619575588.586001	10.0
1619575588.599941	9.0
1619575588.613473	9.0
1619575588.626171	9.0
1619575588.640078	8.0
1619575588.653593	9.0
1619575588.666743	7.0
1619575588.6808	8.0
1619575588.694731	1.0
1619575588.707372	2.0
1619575588.720748	2.0
1619575588.733978	2.0
1619575588.747596	3.0
1619575588.7607	3.0
1619575588.773815	3.0
1619575588.787019	2.0
1619575588.801268	3.0
1619575588.815431	3.0
1619575588.828469	4.0
1619575588.842394	5.0
1619575588.856872	5.0
1619575588.871873	5.0
1619575588.884188	6.0
1619575588.899031	5.0
1619575588.912688	5.0
1619575588.926668	6.0
1619575588.939764	6.0
1619575588.953007	5.0
1619575588.966907	6.0
1619575588.980179	6.0
1619575588.994331	7.0
1619575589.007904	7.0
1619575589.021814	8.0
1619575589.035272	8.0
1619575589.049143	8.0
1619575589.062475	7.0
1619575589.075786	8.0
1619575589.089095	8.0
1619575589.10308	8.0
1619575589.11693	8.0
1619575589.13129	9.0
1619575589.144589	10.0
1619575589.157879	10.0
1619575589.171171	10.0
1619575589.185066	8.0
1619575589.199474	10.0
1619575589.213858	8.0
1619575589.227141	8.0
1619575589.240464	3.0
1619575589.254818	3.0
1619575589.268714	4.0
1619575589.282592	2.0
1619575589.295826	3.0
1619575589.309164	2.0
1619575589.322503	3.0
1619575589.336317	2.0
1619575589.350149	3.0
1619575589.363973	5.0
1619575589.377239	4.0
1619575589.390615	4.0
1619575589.403573	4.0
1619575589.41719	6.0
1619575589.430434	6.0
1619575589.443171	5.0
1619575589.456951	6.0
1619575589.470882	5.0
1619575589.484126	6.0
1619575589.499141	5.0
1619575589.513747	7.0
1619575589.527197	6.0
1619575589.540187	7.0
1619575589.554091	6.0
1619575589.568737	8.0
1619575589.582937	8.0
1619575589.59763	7.0
1619575589.612082	7.0
1619575589.625924	7.0
1619575589.639851	8.0
1619575589.65374	8.0
1619575589.667754	9.0
1619575589.681231	9.0
1619575589.694617	10.0
1619575589.708541	9.0
1619575589.72271	8.0
1619575589.736116	9.0
1619575589.749781	7.0
1619575589.763697	4.0
1619575589.777042	4.0
1619575589.790397	2.0
1619575589.80388	3.0
1619575589.81792	4.0
1619575589.830656	2.0
1619575589.844802	3.0
1619575589.859335	3.0
1619575589.872613	3.0
1619575589.886112	3.0
1619575589.901105	5.0
1619575589.91506	4.0
1619575589.92869	5.0
1619575589.942684	4.0
1619575589.956515	4.0
1619575589.970831	7.0
1619575589.984632	6.0
1619575589.998044	6.0
1619575590.010856	6.0
1619575590.024681	7.0
1619575590.037987	7.0
1619575590.051241	6.0
1619575590.06412	6.0
1619575590.077394	7.0
1619575590.091011	7.0
1619575590.10404	8.0
1619575590.117866	7.0
1619575590.132255	8.0
1619575590.146757	8.0
1619575590.161674	8.0
1619575590.17504	8.0
1619575590.189897	8.0
1619575590.203973	9.0
1619575590.217667	9.0
1619575590.233157	10.0
1619575590.248027	10.0
1619575590.261851	8.0
1619575590.275165	9.0
1619575590.288987	8.0
1619575590.302749	5.0
1619575590.315567	2.0
1619575590.330006	2.0
1619575590.344049	2.0
1619575590.357976	3.0
1619575590.371753	3.0
1619575590.385397	3.0
1619575590.399169	3.0
1619575590.412302	4.0
1619575590.426005	3.0
1619575590.43875	4.0
1619575590.452037	4.0
1619575590.464971	4.0
1619575590.478635	5.0
1619575590.492952	5.0
1619575590.505579	6.0
1619575590.520129	5.0
1619575590.533388	5.0
1619575590.547813	5.0
1619575590.561116	5.0
1619575590.575189	7.0
1619575590.58963	7.0
1619575590.603021	7.0
1619575590.616037	6.0
1619575590.630108	9.0
1619575590.64386	8.0
1619575590.657016	8.0
1619575590.67148	8.0
1619575590.685491	8.0
1619575590.699943	8.0
1619575590.714649	9.0
1619575590.730688	8.0
1619575590.74387	10.0
1619575590.759463	9.0
1619575590.77269	8.0
1619575590.786175	10.0
1619575590.799235	8.0
1619575590.812915	7.0
1619575590.826495	6.0
1619575590.841141	2.0
1619575590.854464	2.0
1619575590.868302	2.0
1619575590.881609	2.0
1619575590.896568	2.0
1619575590.909832	3.0
1619575590.924619	3.0
1619575590.939266	3.0
1619575590.952321	3.0
1619575590.965849	3.0
1619575590.979178	4.0
1619575590.992412	5.0
1619575591.007925	4.0
1619575591.02173	5.0
1619575591.035681	6.0
1619575591.048903	6.0
1619575591.062178	5.0
1619575591.076183	5.0
1619575591.090081	6.0
1619575591.103409	6.0
1619575591.116549	6.0
1619575591.129338	7.0
1619575591.142878	8.0
1619575591.155991	7.0
1619575591.170069	10.0
1619575591.183904	8.0
1619575591.197679	9.0
1619575591.211356	8.0
1619575591.22603	7.0
1619575591.240272	9.0
1619575591.254108	8.0
1619575591.267412	9.0
1619575591.281274	8.0
1619575591.294586	10.0
1619575591.308416	10.0
1619575591.324471	9.0
1619575591.33833	8.0
1619575591.351621	8.0
1619575591.364354	9.0
1619575591.377771	4.0
1619575591.39148	2.0
1619575591.407557	1.0
1619575591.422581	4.0
1619575591.43526	2.0
1619575591.448551	4.0
1619575591.461876	2.0
1619575591.475148	3.0
1619575591.489675	3.0
1619575591.502656	3.0
1619575591.516198	4.0
1619575591.529984	4.0
1619575591.543107	4.0
1619575591.555996	5.0
1619575591.569293	4.0
1619575591.582603	7.0
1619575591.598071	5.0
1619575591.611367	5.0
1619575591.624563	5.0
1619575591.637854	7.0
1619575591.650638	6.0
1619575591.663331	6.0
1619575591.677173	7.0
1619575591.690505	7.0
1619575591.703837	7.0
1619575591.716602	7.0
1619575591.729836	8.0
1619575591.742545	9.0
1619575591.757892	8.0
1619575591.770749	7.0
1619575591.784298	8.0
1619575591.797729	9.0
1619575591.811794	9.0
1619575591.825806	8.0
1619575591.840759	9.0
1619575591.854843	10.0
1619575591.868074	8.0
1619575591.882079	8.0
1619575591.895732	8.0
1619575591.910416	4.0
1619575591.923858	3.0
1619575591.938289	2.0
1619575591.952188	3.0
1619575591.966262	2.0
1619575591.980112	2.0
1619575591.993719	2.0
1619575592.008111	2.0
1619575592.022552	4.0
1619575592.035858	4.0
1619575592.049828	3.0
1619575592.064721	5.0
1619575592.078621	5.0
1619575592.092428	4.0
1619575592.106854	5.0
1619575592.120129	6.0
1619575592.13452	5.0
1619575592.148893	6.0
1619575592.162778	5.0
1619575592.177142	6.0
1619575592.190979	8.0
1619575592.206842	7.0
1619575592.220584	6.0
1619575592.23481	6.0
1619575592.248597	9.0
1619575592.262031	8.0
1619575592.275302	7.0
1619575592.290171	9.0
1619575592.304071	8.0
1619575592.317375	8.0
1619575592.33113	8.0
1619575592.34481	9.0
1619575592.358266	10.0
1619575592.372117	9.0
1619575592.384771	10.0
1619575592.397662	9.0
1619575592.410831	9.0
1619575592.424669	9.0
1619575592.437991	9.0
1619575592.451349	7.0
1619575592.465187	3.0
1619575592.478481	2.0
1619575592.491911	2.0
1619575592.505759	1.0
1619575592.519686	3.0
1619575592.533987	4.0
1619575592.54772	2.0
1619575592.561571	4.0
1619575592.576105	4.0
1619575592.588952	4.0
1619575592.603226	4.0
1619575592.618082	5.0
1619575592.632407	6.0
1619575592.64623	6.0
1619575592.660698	7.0
1619575592.674701	5.0
1619575592.688097	5.0
1619575592.702285	6.0
1619575592.716336	5.0
1619575592.730814	6.0
1619575592.744342	6.0
1619575592.757617	7.0
1619575592.771058	7.0
1619575592.78403	8.0
1619575592.797929	8.0
1619575592.811737	7.0
1619575592.825739	7.0
1619575592.839541	7.0
1619575592.852777	8.0
1619575592.866102	8.0
1619575592.88013	9.0
1619575592.893518	10.0
1619575592.906921	8.0
1619575592.921403	8.0
1619575592.934834	9.0
1619575592.949442	8.0
1619575592.962796	8.0
1619575592.975682	7.0
1619575592.989046	8.0
1619575593.002141	2.0
1619575593.015516	2.0
1619575593.028639	3.0
1619575593.042601	2.0
1619575593.05638	3.0
1619575593.069803	3.0
1619575593.083728	3.0
1619575593.098111	3.0
1619575593.111466	3.0
1619575593.12489	3.0
1619575593.138371	5.0
1619575593.152639	4.0
1619575593.166111	4.0
1619575593.180011	6.0
1619575593.194751	6.0
1619575593.208499	5.0
1619575593.222392	5.0
1619575593.23626	6.0
1619575593.250635	6.0
1619575593.265063	5.0
1619575593.277787	7.0
1619575593.291514	7.0
1619575593.30433	7.0
1619575593.317118	7.0
1619575593.331223	8.0
1619575593.345513	7.0
1619575593.360412	8.0
1619575593.375055	8.0
1619575593.388323	8.0
1619575593.402203	8.0
1619575593.417784	8.0
1619575593.43165	8.0
1619575593.445747	9.0
1619575593.459412	9.0
1619575593.473322	9.0
1619575593.487885	9.0
1619575593.502207	9.0
1619575593.516727	8.0
1619575593.531303	3.0
1619575593.545106	2.0
1619575593.559253	2.0
1619575593.573565	1.0
1619575593.587494	2.0
1619575593.601039	3.0
1619575593.614264	2.0
1619575593.627854	3.0
1619575593.640802	3.0
1619575593.654566	3.0
1619575593.667853	3.0
1619575593.681248	4.0
1619575593.695687	3.0
1619575593.708398	4.0
1619575593.722279	5.0
1619575593.735306	7.0
1619575593.748352	5.0
1619575593.761537	4.0
1619575593.775447	6.0
1619575593.788318	6.0
1619575593.801702	6.0
