time	cwnd
1619575579.37808	31.0
1619575579.392835	31.0
1619575579.406461	31.0
1619575579.421327	32.0
1619575579.434998	32.0
1619575579.449453	32.0
1619575579.463107	33.0
1619575579.477421	33.0
1619575579.491375	33.0
1619575579.50535	26.0
1619575579.5193	21.0
1619575579.533254	16.0
1619575579.547235	16.0
1619575579.561024	17.0
1619575579.575211	18.0
1619575579.589746	18.0
1619575579.604625	19.0
1619575579.619113	19.0
1619575579.632668	20.0
1619575579.64665	21.0
1619575579.661266	21.0
1619575579.675524	22.0
1619575579.689409	22.0
1619575579.703941	23.0
1619575579.718722	23.0
1619575579.732615	24.0
1619575579.746635	24.0
1619575579.760588	25.0
1619575579.774631	25.0
1619575579.788544	26.0
1619575579.803015	26.0
1619575579.817206	27.0
1619575579.831245	27.0
1619575579.845197	27.0
1619575579.859196	28.0
1619575579.873307	28.0
1619575579.887841	29.0
1619575579.901807	29.0
1619575579.915795	29.0
1619575579.929713	30.0
1619575579.94326	30.0
1619575579.957638	31.0
1619575579.971596	31.0
1619575579.985817	31.0
1619575580.000322	32.0
1619575580.013846	32.0
1619575580.028274	32.0
1619575580.042841	33.0
1619575580.056931	33.0
1619575580.070982	34.0
1619575580.085637	34.0
1619575580.099669	27.0
1619575580.114628	20.0
1619575580.129355	17.0
1619575580.143299	17.0
1619575580.158039	17.0
1619575580.172132	18.0
1619575580.185977	19.0
1619575580.19995	19.0
1619575580.213918	20.0
1619575580.227892	20.0
1619575580.24339	21.0
1619575580.258921	22.0
1619575580.272853	22.0
1619575580.288416	23.0
1619575580.30388	23.0
1619575580.317351	24.0
1619575580.331782	24.0
1619575580.345814	25.0
1619575580.359729	25.0
1619575580.373228	26.0
1619575580.388439	26.0
1619575580.402398	27.0
1619575580.416371	27.0
1619575580.43032	27.0
1619575580.445876	28.0
1619575580.460612	28.0
1619575580.476154	29.0
1619575580.491645	29.0
1619575580.506417	30.0
1619575580.521252	30.0
1619575580.535872	30.0
1619575580.550914	31.0
1619575580.565321	31.0
1619575580.580084	32.0
1619575580.594394	32.0
1619575580.608358	32.0
1619575580.623512	33.0
1619575580.637863	33.0
1619575580.652217	33.0
1619575580.666351	27.0
1619575580.680543	22.0
1619575580.695366	16.0
1619575580.708893	16.0
1619575580.72341	17.0
1619575580.737566	17.0
1619575580.751792	18.0
1619575580.765501	19.0
1619575580.779437	19.0
1619575580.793462	20.0
1619575580.807415	20.0
1619575580.821074	21.0
1619575580.835271	22.0
1619575580.84986	22.0
1619575580.86429	23.0
1619575580.878288	23.0
1619575580.893387	24.0
1619575580.907644	24.0
1619575580.921303	25.0
1619575580.936339	25.0
1619575580.950403	25.0
1619575580.965169	26.0
1619575580.979581	26.0
1619575580.993887	27.0
1619575581.008568	27.0
1619575581.023305	28.0
1619575581.037272	28.0
1619575581.051239	29.0
1619575581.064777	29.0
1619575581.078441	29.0
1619575581.093778	30.0
1619575581.108667	30.0
1619575581.123398	31.0
1619575581.137849	31.0
1619575581.152091	31.0
1619575581.166291	32.0
1619575581.180816	32.0
1619575581.194632	32.0
1619575581.208765	33.0
1619575581.222706	33.0
1619575581.237411	33.0
1619575581.251418	28.0
1619575581.265369	22.0
1619575581.27935	17.0
1619575581.293337	17.0
1619575581.308068	18.0
1619575581.322826	18.0
1619575581.337538	19.0
1619575581.352038	20.0
1619575581.365459	20.0
1619575581.379425	21.0
1619575581.394145	21.0
1619575581.407765	22.0
1619575581.422897	22.0
1619575581.437609	23.0
1619575581.451587	24.0
1619575581.466301	24.0
1619575581.482275	25.0
1619575581.496549	25.0
1619575581.511257	26.0
1619575581.525266	26.0
1619575581.539177	26.0
1619575581.553188	27.0
1619575581.567928	27.0
1619575581.581901	28.0
1619575581.59585	28.0
1619575581.610598	29.0
1619575581.624889	29.0
1619575581.63933	29.0
1619575581.654018	30.0
1619575581.668304	30.0
1619575581.682769	31.0
1619575581.697042	31.0
1619575581.710967	31.0
1619575581.725701	32.0
1619575581.740476	32.0
1619575581.754198	32.0
1619575581.768359	33.0
1619575581.783284	33.0
1619575581.797105	33.0
1619575581.811517	25.0
1619575581.825755	20.0
1619575581.839755	16.0
1619575581.85454	16.0
1619575581.868191	17.0
1619575581.882491	18.0
1619575581.896358	18.0
1619575581.910033	19.0
1619575581.924364	19.0
1619575581.938864	20.0
1619575581.952782	21.0
1619575581.967002	21.0
1619575581.982013	22.0
1619575581.995707	22.0
1619575582.009653	23.0
1619575582.0243	23.0
1619575582.03876	24.0
1619575582.053179	24.0
1619575582.067051	25.0
1619575582.081002	25.0
1619575582.094405	26.0
1619575582.108078	26.0
1619575582.122124	27.0
1619575582.136149	27.0
1619575582.150836	27.0
1619575582.164797	28.0
1619575582.178913	28.0
1619575582.19351	29.0
1619575582.208307	29.0
1619575582.224045	30.0
1619575582.238489	30.0
1619575582.254034	30.0
1619575582.269558	31.0
1619575582.285846	31.0
1619575582.30109	32.0
1619575582.314561	32.0
1619575582.328491	32.0
1619575582.342895	33.0
1619575582.35659	33.0
1619575582.370772	33.0
1619575582.384771	34.0
1619575582.399601	30.0
1619575582.413686	24.0
1619575582.429499	17.0
1619575582.443444	17.0
1619575582.457948	17.0
1619575582.471933	18.0
1619575582.486045	18.0
1619575582.499943	19.0
1619575582.514987	19.0
1619575582.529631	20.0
1619575582.544422	21.0
1619575582.559131	21.0
1619575582.574684	22.0
1619575582.589389	22.0
1619575582.604097	23.0
1619575582.618933	23.0
1619575582.634407	24.0
1619575582.650068	25.0
1619575582.664684	25.0
1619575582.680225	26.0
1619575582.695007	26.0
1619575582.70962	26.0
1619575582.725935	27.0
1619575582.74127	27.0
1619575582.75467	28.0
1619575582.768843	28.0
1619575582.782171	29.0
1619575582.796388	29.0
1619575582.811116	29.0
1619575582.82506	30.0
1619575582.839061	30.0
1619575582.853774	31.0
1619575582.868507	31.0
1619575582.883252	31.0
1619575582.899044	32.0
1619575582.913502	32.0
1619575582.92824	33.0
1619575582.943075	33.0
1619575582.957791	33.0
1619575582.972458	34.0
1619575582.986548	34.0
1619575583.001975	26.0
1619575583.017462	20.0
1619575583.033005	17.0
1619575583.048756	17.0
1619575583.062378	18.0
1619575583.077275	18.0
1619575583.091454	19.0
1619575583.105507	20.0
1619575583.119401	20.0
1619575583.133341	21.0
1619575583.147879	21.0
1619575583.16197	22.0
1619575583.175823	22.0
1619575583.189595	23.0
1619575583.204723	24.0
1619575583.21871	24.0
1619575583.231876	24.0
1619575583.24584	25.0
1619575583.260495	25.0
1619575583.275005	26.0
1619575583.289245	26.0
1619575583.302463	27.0
1619575583.316176	27.0
1619575583.330384	28.0
1619575583.344339	28.0
1619575583.359216	28.0
1619575583.374673	29.0
1619575583.390165	29.0
1619575583.404888	30.0
1619575583.419686	30.0
1619575583.435215	31.0
1619575583.452218	31.0
1619575583.466983	31.0
1619575583.480644	32.0
1619575583.495772	32.0
1619575583.510901	33.0
1619575583.52638	33.0
1619575583.541133	33.0
1619575583.555877	29.0
1619575583.572174	23.0
1619575583.587156	16.0
1619575583.60166	16.0
1619575583.616388	17.0
1619575583.630246	17.0
1619575583.645061	18.0
1619575583.659544	19.0
1619575583.675325	19.0
1619575583.689289	20.0
1619575583.702531	20.0
1619575583.716906	21.0
1619575583.730443	22.0
1619575583.74521	22.0
1619575583.758842	23.0
1619575583.773102	23.0
1619575583.787837	24.0
1619575583.802436	24.0
1619575583.816542	25.0
1619575583.83054	25.0
1619575583.844464	26.0
1619575583.858746	26.0
1619575583.872239	26.0
1619575583.88674	27.0
1619575583.901849	27.0
1619575583.917354	28.0
1619575583.93123	28.0
1619575583.947667	29.0
1619575583.962285	29.0
1619575583.977549	30.0
1619575583.991893	30.0
1619575584.005866	30.0
1619575584.019845	31.0
1619575584.03494	31.0
1619575584.048544	31.0
1619575584.062472	32.0
1619575584.077223	32.0
1619575584.09118	33.0
1619575584.1051	27.0
1619575584.118655	21.0
1619575584.133036	16.0
1619575584.147066	16.0
1619575584.160629	17.0
1619575584.175038	17.0
1619575584.188882	18.0
1619575584.203675	19.0
1619575584.217289	19.0
1619575584.231158	20.0
1619575584.245229	20.0
1619575584.259218	21.0
1619575584.273176	21.0
1619575584.287499	22.0
1619575584.301615	23.0
1619575584.316026	23.0
1619575584.329963	24.0
1619575584.343952	24.0
1619575584.357406	24.0
1619575584.370918	25.0
1619575584.384638	25.0
1619575584.39832	26.0
1619575584.412261	26.0
1619575584.42636	27.0
1619575584.439902	27.0
1619575584.453862	28.0
1619575584.469406	28.0
1619575584.483385	28.0
1619575584.496959	29.0
1619575584.510642	29.0
1619575584.524822	30.0
1619575584.539591	30.0
1619575584.553551	30.0
1619575584.568199	31.0
1619575584.582217	31.0
1619575584.596583	32.0
1619575584.610214	32.0
1619575584.624969	32.0
1619575584.6388	33.0
1619575584.653008	33.0
1619575584.666846	33.0
1619575584.681108	34.0
1619575584.695067	34.0
1619575584.70894	29.0
1619575584.723312	23.0
1619575584.737724	17.0
1619575584.75156	17.0
1619575584.765453	18.0
1619575584.779816	18.0
1619575584.79398	19.0
1619575584.808338	20.0
1619575584.823373	20.0
1619575584.837649	21.0
1619575584.852527	21.0
1619575584.867351	22.0
1619575584.882601	22.0
1619575584.896948	23.0
1619575584.911488	24.0
1619575584.926486	24.0
1619575584.940415	24.0
1619575584.953737	25.0
1619575584.967823	25.0
1619575584.981329	26.0
1619575584.995505	26.0
1619575585.009502	27.0
1619575585.023259	27.0
1619575585.037903	28.0
1619575585.052436	28.0
1619575585.066146	28.0
1619575585.080339	29.0
1619575585.093652	29.0
1619575585.107732	30.0
1619575585.121682	30.0
1619575585.135516	30.0
1619575585.149547	31.0
1619575585.163674	31.0
1619575585.178117	32.0
1619575585.191779	32.0
1619575585.205778	32.0
1619575585.218998	33.0
1619575585.232403	33.0
1619575585.246105	33.0
1619575585.260028	29.0
1619575585.273831	24.0
1619575585.287569	18.0
1619575585.301112	16.0
1619575585.315359	16.0
1619575585.328884	17.0
1619575585.3428	18.0
1619575585.356633	18.0
1619575585.371107	19.0
1619575585.385125	19.0
1619575585.398514	20.0
1619575585.412521	21.0
1619575585.425989	21.0
1619575585.440364	22.0
1619575585.454312	22.0
1619575585.468092	23.0
1619575585.481977	23.0
1619575585.496106	24.0
1619575585.510495	24.0
1619575585.524314	25.0
1619575585.539286	25.0
1619575585.553663	26.0
1619575585.56699	26.0
1619575585.580918	27.0
1619575585.594737	27.0
1619575585.609894	27.0
1619575585.624309	28.0
1619575585.6388	28.0
1619575585.65318	29.0
1619575585.667428	29.0
1619575585.681869	29.0
1619575585.69655	30.0
1619575585.710924	30.0
1619575585.7247	31.0
1619575585.739254	31.0
1619575585.75381	31.0
1619575585.768132	32.0
1619575585.783074	32.0
1619575585.797799	33.0
1619575585.81155	33.0
1619575585.825566	33.0
1619575585.839443	25.0
1619575585.853854	19.0
1619575585.868059	16.0
1619575585.882766	16.0
1619575585.896971	17.0
1619575585.911028	18.0
1619575585.924893	18.0
1619575585.939323	19.0
1619575585.953333	20.0
1619575585.967849	20.0
1619575585.982577	21.0
1619575585.996471	21.0
1619575586.011034	22.0
1619575586.024946	22.0
1619575586.039836	23.0
1619575586.053699	23.0
1619575586.068567	24.0
1619575586.082487	24.0
1619575586.096125	25.0
1619575586.109929	25.0
1619575586.124203	26.0
1619575586.138396	26.0
1619575586.152392	27.0
1619575586.166552	27.0
1619575586.180896	27.0
1619575586.194502	28.0
1619575586.208318	28.0
1619575586.222162	29.0
1619575586.236194	29.0
1619575586.249953	29.0
1619575586.263911	30.0
1619575586.27765	30.0
1619575586.291532	31.0
1619575586.305263	31.0
1619575586.319746	31.0
1619575586.333701	32.0
1619575586.34746	32.0
1619575586.361355	32.0
1619575586.375747	33.0
1619575586.389419	33.0
1619575586.403533	34.0
1619575586.417367	27.0
1619575586.431486	21.0
1619575586.445425	17.0
1619575586.459526	17.0
1619575586.473287	18.0
1619575586.487497	18.0
1619575586.500816	19.0
1619575586.514547	20.0
1619575586.528568	20.0
1619575586.543676	21.0
1619575586.559343	21.0
1619575586.573141	22.0
1619575586.587263	23.0
1619575586.601565	23.0
1619575586.615926	24.0
1619575586.629845	24.0
1619575586.643572	24.0
1619575586.65722	25.0
1619575586.6721	25.0
1619575586.686807	26.0
1619575586.701164	26.0
1619575586.715672	27.0
1619575586.73014	27.0
1619575586.74453	28.0
1619575586.758768	28.0
1619575586.773148	29.0
1619575586.78798	29.0
1619575586.802691	29.0
1619575586.817426	30.0
1619575586.831775	30.0
1619575586.846095	31.0
1619575586.860772	31.0
1619575586.874736	31.0
1619575586.889351	32.0
1619575586.903209	32.0
1619575586.918249	32.0
1619575586.933128	33.0
1619575586.946963	33.0
1619575586.962838	29.0
1619575586.977116	23.0
1619575586.992062	16.0
1619575587.006104	16.0
1619575587.019927	16.0
1619575587.033783	17.0
1619575587.048477	18.0
1619575587.06272	18.0
1619575587.076521	19.0
1619575587.090391	20.0
1619575587.104454	20.0
1619575587.117699	21.0
1619575587.131719	21.0
1619575587.14561	22.0
1619575587.160555	22.0
1619575587.174519	23.0
1619575587.188453	23.0
1619575587.204016	24.0
1619575587.218596	24.0
1619575587.232573	25.0
1619575587.246938	25.0
1619575587.261754	26.0
1619575587.275748	26.0
1619575587.28941	27.0
1619575587.303758	27.0
1619575587.317442	28.0
1619575587.33241	28.0
1619575587.3467	28.0
1619575587.361366	29.0
1619575587.375181	29.0
1619575587.388738	30.0
1619575587.402232	30.0
1619575587.416909	30.0
1619575587.430732	31.0
1619575587.444771	31.0
1619575587.458669	32.0
1619575587.472672	32.0
1619575587.486705	32.0
1619575587.501165	33.0
1619575587.515568	33.0
1619575587.530247	33.0
1619575587.544275	34.0
1619575587.557818	31.0
1619575587.572136	26.0
1619575587.585911	20.0
1619575587.599767	17.0
1619575587.613757	17.0
1619575587.627024	17.0
1619575587.641302	18.0
1619575587.655072	18.0
1619575587.668723	19.0
1619575587.682575	20.0
1619575587.696361	20.0
1619575587.710309	21.0
1619575587.724579	21.0
1619575587.738663	22.0
1619575587.752911	22.0
1619575587.767111	23.0
1619575587.781017	23.0
1619575587.794414	24.0
1619575587.808779	24.0
1619575587.822482	25.0
1619575587.836501	25.0
1619575587.850357	26.0
1619575587.863672	26.0
1619575587.878108	27.0
1619575587.892662	27.0
1619575587.907051	27.0
1619575587.920496	28.0
1619575587.934914	28.0
1619575587.94893	29.0
1619575587.962833	29.0
1619575587.976992	30.0
1619575587.99072	30.0
1619575588.004785	30.0
1619575588.020521	31.0
1619575588.036188	31.0
1619575588.05071	31.0
1619575588.064605	32.0
1619575588.07847	32.0
1619575588.0923	33.0
1619575588.105691	33.0
1619575588.119867	26.0
1619575588.133887	20.0
1619575588.148306	16.0
1619575588.162106	16.0
1619575588.175961	17.0
1619575588.190456	17.0
1619575588.20423	18.0
1619575588.21806	18.0
1619575588.231379	19.0
1619575588.245783	20.0
1619575588.260063	20.0
1619575588.275092	21.0
1619575588.289552	21.0
1619575588.303356	22.0
1619575588.317867	22.0
1619575588.33183	23.0
1619575588.346582	23.0
1619575588.360959	24.0
1619575588.375944	25.0
1619575588.391456	25.0
1619575588.405897	25.0
1619575588.419712	26.0
1619575588.433557	26.0
1619575588.448564	27.0
1619575588.462952	27.0
1619575588.476829	28.0
1619575588.490657	28.0
1619575588.504965	28.0
1619575588.518675	29.0
1619575588.532492	29.0
1619575588.546777	30.0
1619575588.560965	30.0
1619575588.574985	30.0
1619575588.589318	31.0
1619575588.603169	31.0
1619575588.616804	32.0
1619575588.631136	32.0
1619575588.64502	32.0
1619575588.658996	28.0
1619575588.672994	22.0
1619575588.686916	16.0
1619575588.701877	16.0
1619575588.716307	17.0
1619575588.730299	17.0
1619575588.745413	18.0
1619575588.759715	18.0
1619575588.77487	19.0
1619575588.789144	20.0
1619575588.802958	20.0
1619575588.816567	21.0
1619575588.830023	21.0
1619575588.843438	22.0
1619575588.857422	22.0
1619575588.871377	23.0
1619575588.885743	23.0
1619575588.900478	24.0
1619575588.91453	24.0
1619575588.929138	25.0
1619575588.943615	25.0
1619575588.957402	26.0
1619575588.97187	26.0
1619575588.986564	27.0
1619575589.000911	27.0
1619575589.015124	28.0
1619575589.029231	28.0
1619575589.044766	28.0
1619575589.058562	29.0
1619575589.073545	29.0
1619575589.087992	30.0
1619575589.101932	30.0
1619575589.116357	30.0
1619575589.130882	31.0
1619575589.145613	31.0
1619575589.160111	32.0
1619575589.173886	32.0
1619575589.187806	32.0
1619575589.202239	30.0
1619575589.21716	25.0
1619575589.231005	19.0
1619575589.244855	16.0
1619575589.259257	16.0
1619575589.273107	17.0
1619575589.286963	18.0
1619575589.300858	18.0
1619575589.315245	19.0
1619575589.329052	19.0
1619575589.343466	20.0
1619575589.357901	21.0
1619575589.372257	21.0
1619575589.386761	22.0
1619575589.401648	22.0
1619575589.416005	23.0
1619575589.42987	23.0
1619575589.443716	24.0
1619575589.458048	24.0
1619575589.471369	25.0
1619575589.48522	25.0
1619575589.500058	26.0
1619575589.514855	26.0
1619575589.528816	27.0
1619575589.542454	27.0
1619575589.557948	27.0
1619575589.571445	28.0
1619575589.585097	28.0
1619575589.598631	29.0
1619575589.61254	29.0
1619575589.627578	29.0
1619575589.641969	30.0
1619575589.656181	30.0
1619575589.670639	31.0
1619575589.685099	31.0
1619575589.699505	31.0
1619575589.71454	32.0
1619575589.729551	32.0
1619575589.743882	24.0
1619575589.758856	18.0
1619575589.773186	16.0
1619575589.787066	17.0
1619575589.80256	17.0
1619575589.816821	18.0
1619575589.832139	18.0
1619575589.846512	19.0
1619575589.860156	20.0
1619575589.873511	20.0
1619575589.887608	21.0
1619575589.902191	21.0
1619575589.91655	22.0
1619575589.930317	22.0
1619575589.944823	23.0
1619575589.959254	23.0
1619575589.974711	24.0
1619575589.988806	24.0
1619575590.003026	25.0
1619575590.017987	25.0
1619575590.032419	26.0
1619575590.046327	26.0
1619575590.060209	27.0
1619575590.074666	27.0
1619575590.089248	28.0
1619575590.105511	28.0
1619575590.119512	28.0
1619575590.13417	29.0
1619575590.149141	29.0
1619575590.163133	30.0
1619575590.176965	30.0
1619575590.192618	31.0
1619575590.207073	31.0
1619575590.222017	31.0
1619575590.237523	32.0
1619575590.251342	32.0
1619575590.265177	32.0
1619575590.27903	26.0
1619575590.292313	21.0
1619575590.306766	16.0
1619575590.32057	16.0
1619575590.334408	17.0
1619575590.348427	17.0
1619575590.362304	18.0
1619575590.376189	19.0
1619575590.390956	19.0
1619575590.405718	20.0
1619575590.421051	20.0
1619575590.435472	21.0
1619575590.449283	21.0
1619575590.46315	22.0
1619575590.478113	23.0
1619575590.491936	23.0
1619575590.506126	24.0
1619575590.520688	24.0
1619575590.535069	24.0
1619575590.548896	25.0
1619575590.562194	25.0
1619575590.575181	26.0
1619575590.590133	26.0
1619575590.604745	27.0
1619575590.61892	27.0
1619575590.632705	28.0
1619575590.646607	28.0
1619575590.660378	28.0
1619575590.675045	29.0
1619575590.688832	29.0
1619575590.702684	30.0
1619575590.717317	30.0
1619575590.731281	30.0
1619575590.745567	31.0
1619575590.760903	31.0
1619575590.774999	32.0
1619575590.791493	32.0
1619575590.8063	26.0
1619575590.821224	20.0
1619575590.836716	16.0
1619575590.850872	16.0
1619575590.866097	17.0
1619575590.881959	18.0
1619575590.896927	18.0
1619575590.910386	19.0
1619575590.926774	19.0
1619575590.941449	20.0
1619575590.955819	21.0
1619575590.970214	21.0
1619575590.984617	22.0
1619575590.999035	22.0
1619575591.012882	23.0
1619575591.026161	23.0
1619575591.041707	24.0
1619575591.055777	24.0
1619575591.06962	25.0
1619575591.0846	25.0
1619575591.098479	26.0
1619575591.112333	26.0
1619575591.12718	27.0
1619575591.142163	27.0
1619575591.156293	28.0
1619575591.170737	28.0
1619575591.184823	28.0
1619575591.198647	29.0
1619575591.212191	29.0
1619575591.226351	30.0
1619575591.241176	30.0
1619575591.256328	30.0
1619575591.271263	31.0
1619575591.284936	31.0
1619575591.298454	32.0
1619575591.313385	32.0
1619575591.328274	32.0
1619575591.343302	30.0
1619575591.357159	25.0
1619575591.371563	19.0
1619575591.385965	16.0
1619575591.39981	16.0
1619575591.414861	17.0
1619575591.428614	18.0
1619575591.443007	18.0
1619575591.457433	19.0
1619575591.472925	20.0
1619575591.487059	20.0
1619575591.501156	21.0
1619575591.516739	21.0
1619575591.530298	22.0
1619575591.544326	22.0
1619575591.558798	23.0
1619575591.572596	23.0
1619575591.586451	24.0
1619575591.600842	24.0
1619575591.614704	25.0
1619575591.62843	25.0
1619575591.642295	26.0
1619575591.656128	26.0
1619575591.670581	27.0
1619575591.686044	27.0
1619575591.700626	28.0
1619575591.714388	28.0
1619575591.728712	28.0
1619575591.7431	29.0
1619575591.757376	29.0
1619575591.771395	30.0
1619575591.785191	30.0
1619575591.799376	30.0
1619575591.813452	31.0
1619575591.828038	31.0
1619575591.841374	31.0
1619575591.855299	32.0
1619575591.86917	32.0
1619575591.88353	28.0
1619575591.897922	22.0
1619575591.912091	16.0
1619575591.926697	16.0
1619575591.94103	17.0
1619575591.954427	17.0
1619575591.968384	18.0
1619575591.98207	19.0
1619575591.995901	19.0
1619575592.009793	20.0
1619575592.024202	20.0
1619575592.038048	21.0
1619575592.052542	21.0
1619575592.066366	22.0
1619575592.080242	22.0
1619575592.094674	23.0
1619575592.108492	24.0
1619575592.122624	24.0
1619575592.136145	24.0
1619575592.149906	25.0
1619575592.164766	25.0
1619575592.178892	26.0
1619575592.193798	26.0
1619575592.207543	27.0
1619575592.223678	27.0
1619575592.237569	28.0
1619575592.253035	28.0
1619575592.266954	29.0
1619575592.281288	29.0
1619575592.295769	29.0
1619575592.309825	30.0
1619575592.324041	30.0
1619575592.337776	31.0
1619575592.351774	31.0
1619575592.366162	31.0
1619575592.381008	32.0
1619575592.394947	32.0
1619575592.409179	32.0
1619575592.424179	30.0
1619575592.439683	24.0
1619575592.453575	18.0
1619575592.467388	16.0
1619575592.480686	16.0
1619575592.494602	17.0
1619575592.508503	18.0
1619575592.522357	18.0
1619575592.536078	19.0
1619575592.549909	19.0
1619575592.564332	20.0
1619575592.578356	21.0
1619575592.592077	21.0
1619575592.606102	22.0
1619575592.619948	22.0
1619575592.634067	23.0
1619575592.647891	23.0
1619575592.662375	24.0
1619575592.675937	24.0
1619575592.689168	25.0
1619575592.702875	25.0
1619575592.717467	26.0
1619575592.731313	26.0
1619575592.744341	26.0
1619575592.758329	27.0
1619575592.772751	27.0
1619575592.786823	28.0
1619575592.800629	28.0
1619575592.814576	29.0
1619575592.828979	29.0
1619575592.842828	29.0
1619575592.85669	30.0
1619575592.870587	30.0
1619575592.884014	31.0
1619575592.899077	31.0
1619575592.913643	31.0
1619575592.928147	32.0
1619575592.942663	32.0
1619575592.957249	32.0
1619575592.971273	25.0
1619575592.985172	20.0
1619575592.99994	16.0
1619575593.013312	16.0
1619575593.028601	17.0
1619575593.043081	18.0
1619575593.056669	18.0
1619575593.070558	19.0
1619575593.08422	19.0
1619575593.099252	20.0
1619575593.113654	21.0
1619575593.128754	21.0
1619575593.142827	22.0
1619575593.157107	22.0
1619575593.172386	23.0
1619575593.187272	23.0
1619575593.201306	24.0
1619575593.215338	24.0
1619575593.230166	25.0
1619575593.245103	25.0
1619575593.2602	26.0
1619575593.275034	26.0
1619575593.289257	27.0
1619575593.303855	27.0
1619575593.31823	28.0
1619575593.332688	28.0
1619575593.347167	28.0
1619575593.361821	29.0
1619575593.376057	29.0
1619575593.389399	30.0
1619575593.403824	30.0
1619575593.418324	30.0
1619575593.432207	31.0
1619575593.446928	31.0
1619575593.460466	31.0
1619575593.474336	32.0
1619575593.489078	32.0
1619575593.503322	27.0
1619575593.517516	21.0
1619575593.531389	16.0
1619575593.546205	16.0
1619575593.56039	17.0
1619575593.574686	17.0
1619575593.589214	18.0
1619575593.603508	19.0
1619575593.617529	19.0
1619575593.631155	20.0
1619575593.645067	20.0
1619575593.659079	21.0
1619575593.673458	21.0
1619575593.68863	22.0
1619575593.70296	23.0
1619575593.717899	23.0
1619575593.73223	24.0
1619575593.746245	24.0
1619575593.76044	25.0
1619575593.774364	25.0
1619575593.788759	26.0
1619575593.803879	26.0
1619575593.81761	26.0
1619575593.830849	27.0
1619575593.845369	27.0
1619575593.859215	28.0
1619575593.873094	28.0
1619575593.887123	28.0
1619575593.900798	29.0
1619575593.913885	29.0
1619575593.928176	30.0
1619575593.941956	30.0
1619575593.957037	30.0
1619575593.970568	31.0
1619575593.984893	31.0
1619575593.998948	32.0
1619575594.012902	32.0
1619575594.026537	32.0
1619575594.039874	33.0
1619575594.054251	33.0
1619575594.068242	33.0
1619575594.082121	34.0
1619575594.09693	28.0
1619575594.110277	23.0
1619575594.124651	17.0
1619575594.139025	17.0
1619575594.153535	18.0
1619575594.167423	18.0
1619575594.181259	19.0
1619575594.196205	20.0
1619575594.209746	20.0
1619575594.223647	21.0
