time	cwnd
1619575813.202736	983.0
1619575813.216538	994.0
1619575813.231171	1006.0
1619575813.245245	1018.0
1619575813.259961	1030.0
1619575813.273447	1043.0
1619575813.287574	1052.0
1619575813.301638	1064.0
1619575813.315634	1076.0
1619575813.329608	1085.0
1619575813.343692	1100.0
1619575813.35711	1112.0
1619575813.371089	1120.0
1619575813.385964	1136.0
1619575813.400061	1145.0
1619575813.414037	1157.0
1619575813.429117	1169.0
1619575813.443311	1181.0
1619575813.458519	1178.0
1619575813.472249	1155.0
1619575813.487312	1137.0
1619575813.502301	1122.0
1619575813.51628	1101.0
1619575813.530597	1087.0
1619575813.544275	1071.0
1619575813.558295	1055.0
1619575813.57229	1032.0
1619575813.586924	1008.0
1619575813.6025	995.0
1619575813.616141	974.0
1619575813.630349	961.0
1619575813.644184	940.0
1619575813.658164	920.0
1619575813.672212	906.0
1619575813.686204	884.0
1619575813.700266	868.0
1619575813.714631	847.0
1619575813.728393	834.0
1619575813.742568	819.0
1619575813.757354	804.0
1619575813.771815	779.0
1619575813.785525	761.0
1619575813.801146	744.0
1619575813.815196	723.0
1619575813.828549	705.0
1619575813.843401	684.0
1619575813.857075	666.0
1619575813.870993	647.0
1619575813.885374	632.0
1619575813.899135	611.0
1619575813.913854	600.0
1619575813.92746	579.0
1619575813.9415	570.0
1619575813.955629	561.0
1619575813.969683	555.0
1619575813.983801	541.0
1619575813.998643	535.0
1619575814.013996	520.0
1619575814.027797	514.0
1619575814.041827	499.0
1619575814.056203	487.0
1619575814.07088	478.0
1619575814.084006	469.0
1619575814.09846	451.0
1619575814.112808	439.0
1619575814.126585	427.0
1619575814.140848	409.0
1619575814.154296	394.0
1619575814.17128	588.0
1619575814.184894	587.0
1619575814.199064	587.0
1619575814.213844	587.0
1619575814.227343	587.0
1619575814.242806	587.0
1619575814.25747	582.0
1619575814.271568	578.0
1619575814.284798	578.0
1619575814.299157	578.0
1619575814.312975	578.0
1619575814.327118	576.0
1619575814.341096	572.0
1619575814.355184	570.0
1619575814.369207	562.0
1619575814.382512	556.0
1619575814.396412	534.0
1619575814.409921	521.0
1619575814.424611	513.0
1619575814.438805	500.0
1619575814.45298	494.0
1619575814.467211	481.0
1619575814.480911	471.0
1619575814.495439	284.0
1619575814.509542	278.0
1619575814.523572	275.0
1619575814.537027	275.0
1619575814.550891	275.0
1619575814.565673	275.0
1619575814.579678	275.0
1619575814.594509	275.0
1619575814.60854	274.0
1619575814.622917	274.0
1619575814.63788	274.0
1619575814.652623	274.0
1619575814.667066	274.0
1619575814.681624	274.0
1619575814.696361	271.0
1619575814.711125	271.0
1619575814.726107	265.0
1619575814.741146	265.0
1619575814.755649	260.0
1619575814.76965	258.0
1619575814.783653	254.0
1619575814.798389	251.0
1619575814.813013	252.0
1619575814.827684	247.0
1619575814.842309	246.0
1619575814.857649	244.0
1619575814.872897	244.0
1619575814.888879	242.0
1619575814.904211	236.0
1619575814.918046	233.0
1619575814.931998	233.0
1619575814.945988	233.0
1619575814.96079	233.0
1619575814.975151	233.0
1619575814.989084	235.0
1619575815.002965	233.0
1619575815.016849	232.0
1619575815.03085	232.0
1619575815.044609	231.0
1619575815.058995	230.0
1619575815.073323	228.0
1619575815.087515	228.0
1619575815.10136	228.0
1619575815.115942	228.0
1619575815.130138	228.0
1619575815.14383	228.0
1619575815.1589	228.0
1619575815.172368	228.0
1619575815.187077	228.0
1619575815.201245	228.0
1619575815.215727	228.0
1619575815.230377	228.0
1619575815.244947	228.0
1619575815.259547	228.0
1619575815.274087	228.0
1619575815.288766	230.0
1619575815.302671	230.0
1619575815.316845	230.0
1619575815.331264	230.0
1619575815.345162	228.0
1619575815.359308	228.0
1619575815.373335	228.0
1619575815.387122	228.0
1619575815.400991	228.0
1619575815.41512	228.0
1619575815.428863	228.0
1619575815.443102	228.0
1619575815.456885	228.0
1619575815.471444	228.0
1619575815.485386	228.0
1619575815.50073	228.0
1619575815.516025	228.0
1619575815.53056	228.0
1619575815.544423	228.0
1619575815.558047	228.0
1619575815.572289	228.0
1619575815.58692	228.0
1619575815.600983	228.0
1619575815.615561	228.0
1619575815.630328	230.0
1619575815.644791	230.0
1619575815.659449	230.0
1619575815.674046	230.0
1619575815.688655	230.0
1619575815.703371	230.0
1619575815.718572	230.0
1619575815.733357	230.0
1619575815.747847	230.0
1619575815.762987	230.0
1619575815.777202	229.0
1619575815.792194	229.0
1619575815.806828	229.0
1619575815.820258	229.0
1619575815.834543	229.0
1619575815.848986	229.0
1619575815.864196	229.0
1619575815.87953	229.0
1619575815.894687	229.0
1619575815.908731	229.0
1619575815.923749	229.0
1619575815.937832	229.0
1619575815.953833	229.0
1619575815.969336	229.0
1619575815.983495	229.0
1619575815.997158	229.0
1619575816.01105	229.0
1619575816.025114	229.0
1619575816.039022	229.0
1619575816.053095	296.0
1619575816.066912	296.0
1619575816.080425	296.0
1619575816.094608	296.0
1619575816.108544	296.0
1619575816.121933	296.0
1619575816.13544	296.0
1619575816.149275	296.0
1619575816.163121	296.0
1619575816.177981	291.0
1619575816.192493	285.0
1619575816.207097	279.0
1619575816.22219	273.0
1619575816.236106	267.0
1619575816.251134	260.0
1619575816.265545	254.0
1619575816.280605	248.0
1619575816.295131	241.0
1619575816.310147	235.0
1619575816.324225	229.0
1619575816.338056	160.0
1619575816.352559	154.0
1619575816.367082	148.0
1619575816.381124	148.0
1619575816.394686	148.0
1619575816.407969	148.0
1619575816.421389	148.0
1619575816.43588	148.0
1619575816.44936	148.0
1619575816.463937	148.0
1619575816.477474	148.0
1619575816.491861	148.0
1619575816.505897	148.0
1619575816.519429	148.0
1619575816.533471	148.0
1619575816.547497	148.0
1619575816.561359	148.0
1619575816.574682	148.0
1619575816.589664	148.0
1619575816.603278	148.0
1619575816.617884	148.0
1619575816.631922	148.0
1619575816.647421	148.0
1619575816.66133	148.0
1619575816.675812	148.0
1619575816.689882	148.0
1619575816.70493	148.0
1619575816.718971	148.0
1619575816.733779	148.0
1619575816.747657	148.0
1619575816.761739	148.0
1619575816.775048	148.0
1619575816.788673	149.0
1619575816.80238	149.0
1619575816.816229	149.0
1619575816.830277	149.0
1619575816.843645	149.0
1619575816.857694	149.0
1619575816.871723	149.0
1619575816.886359	149.0
1619575816.900029	149.0
1619575816.914249	149.0
1619575816.927979	149.0
1619575816.941645	149.0
1619575816.955504	149.0
1619575816.969418	150.0
1619575816.983472	150.0
1619575816.997314	150.0
1619575817.01128	150.0
1619575817.026458	150.0
1619575817.040866	150.0
1619575817.054915	150.0
1619575817.069776	150.0
1619575817.083824	150.0
1619575817.097824	150.0
1619575817.11179	150.0
1619575817.126348	150.0
1619575817.140373	150.0
1619575817.153801	151.0
1619575817.168318	151.0
1619575817.182291	151.0
1619575817.196885	151.0
1619575817.211943	151.0
1619575817.226019	151.0
1619575817.24073	151.0
1619575817.256729	151.0
1619575817.272259	151.0
1619575817.285784	151.0
1619575817.300551	151.0
1619575817.314634	151.0
1619575817.32953	152.0
1619575817.343501	152.0
1619575817.357114	152.0
1619575817.370745	152.0
1619575817.384215	152.0
1619575817.398108	152.0
1619575817.412195	152.0
1619575817.426228	152.0
1619575817.43994	152.0
1619575817.453982	152.0
1619575817.468322	152.0
1619575817.482745	152.0
1619575817.496737	152.0
1619575817.511745	153.0
1619575817.527014	153.0
1619575817.542383	153.0
1619575817.557846	153.0
1619575817.573369	153.0
1619575817.588	153.0
1619575817.602095	153.0
1619575817.616837	153.0
1619575817.630378	153.0
1619575817.644368	153.0
1619575817.65856	153.0
1619575817.672101	153.0
1619575817.685583	153.0
1619575817.69914	154.0
1619575817.713321	154.0
1619575817.726986	154.0
1619575817.74146	154.0
1619575817.755437	154.0
1619575817.769335	154.0
1619575817.783244	154.0
1619575817.7971	154.0
1619575817.810548	154.0
1619575817.824267	154.0
1619575817.838516	154.0
1619575817.852808	154.0
1619575817.866674	154.0
1619575817.880283	154.0
1619575817.895291	155.0
1619575817.909275	155.0
1619575817.923132	155.0
1619575817.93708	155.0
1619575817.951394	155.0
1619575817.965402	155.0
1619575817.979479	155.0
1619575817.993478	155.0
1619575818.00725	155.0
1619575818.021313	155.0
1619575818.035227	155.0
1619575818.049314	155.0
1619575818.063001	155.0
1619575818.077382	156.0
1619575818.091568	156.0
1619575818.105368	156.0
1619575818.119469	156.0
1619575818.133402	156.0
1619575818.147321	156.0
1619575818.16132	156.0
1619575818.175867	156.0
1619575818.190281	156.0
1619575818.205301	156.0
1619575818.219887	156.0
1619575818.233834	156.0
1619575818.248366	156.0
1619575818.262948	157.0
1619575818.277433	157.0
1619575818.292109	157.0
1619575818.306572	157.0
1619575818.320725	157.0
1619575818.334976	157.0
1619575818.34919	157.0
1619575818.362892	157.0
1619575818.377305	157.0
1619575818.390909	157.0
1619575818.405062	157.0
1619575818.418677	157.0
1619575818.432519	157.0
1619575818.446163	157.0
1619575818.460177	158.0
1619575818.474178	158.0
1619575818.48844	158.0
1619575818.50236	158.0
1619575818.51634	158.0
1619575818.530569	158.0
1619575818.54441	158.0
1619575818.558622	158.0
1619575818.573695	158.0
1619575818.588631	158.0
1619575818.602676	158.0
1619575818.616212	158.0
1619575818.631445	158.0
1619575818.64606	159.0
1619575818.662021	159.0
1619575818.676599	159.0
1619575818.691181	159.0
1619575818.705595	159.0
1619575818.719724	159.0
1619575818.734228	159.0
1619575818.748048	159.0
1619575818.761426	159.0
1619575818.77543	159.0
1619575818.788955	159.0
1619575818.802753	159.0
1619575818.817184	159.0
1619575818.831159	159.0
1619575818.844666	160.0
1619575818.858063	160.0
1619575818.871961	160.0
1619575818.885418	160.0
1619575818.900121	160.0
1619575818.913933	160.0
1619575818.928173	160.0
1619575818.941883	160.0
1619575818.955418	160.0
1619575818.9692	160.0
1619575818.983185	160.0
1619575818.997186	160.0
1619575819.011774	160.0
1619575819.026053	161.0
1619575819.040195	161.0
1619575819.053594	161.0
1619575819.067137	161.0
1619575819.081119	161.0
1619575819.095485	161.0
1619575819.109509	161.0
1619575819.123493	161.0
1619575819.137682	161.0
1619575819.151861	161.0
1619575819.166344	161.0
1619575819.180397	161.0
1619575819.194401	161.0
1619575819.20892	161.0
1619575819.222574	162.0
1619575819.236819	162.0
1619575819.250723	162.0
1619575819.264797	162.0
1619575819.279434	162.0
1619575819.292845	162.0
1619575819.307726	162.0
1619575819.321803	162.0
1619575819.336712	162.0
1619575819.350684	162.0
1619575819.364621	162.0
1619575819.379408	162.0
1619575819.393041	162.0
1619575819.408133	162.0
1619575819.42298	163.0
1619575819.437939	163.0
1619575819.452813	163.0
1619575819.46744	163.0
1619575819.482447	163.0
1619575819.496459	163.0
1619575819.510973	163.0
1619575819.52588	163.0
1619575819.541062	163.0
1619575819.556625	163.0
1619575819.570834	163.0
1619575819.585447	163.0
1619575819.599785	163.0
1619575819.614043	163.0
1619575819.628298	164.0
1619575819.642304	164.0
1619575819.657228	164.0
1619575819.671141	164.0
1619575819.685443	164.0
1619575819.699953	164.0
1619575819.714764	164.0
1619575819.729808	164.0
1619575819.744266	164.0
1619575819.758908	164.0
1619575819.774103	164.0
1619575819.789415	164.0
1619575819.804113	164.0
1619575819.818682	165.0
1619575819.833333	165.0
1619575819.847351	165.0
1619575819.861378	165.0
1619575819.876406	165.0
1619575819.891176	165.0
1619575819.906819	165.0
1619575819.92174	165.0
1619575819.936745	165.0
1619575819.950394	165.0
1619575819.965877	165.0
1619575819.980369	165.0
1619575819.994968	165.0
1619575820.009482	165.0
1619575820.024403	166.0
1619575820.039176	166.0
1619575820.052589	166.0
1619575820.066546	166.0
1619575820.081346	166.0
1619575820.096118	166.0
1619575820.111643	166.0
1619575820.125684	166.0
1619575820.141636	166.0
1619575820.156182	166.0
1619575820.170075	166.0
1619575820.185566	166.0
1619575820.200296	166.0
1619575820.214602	166.0
1619575820.228385	167.0
1619575820.243413	167.0
1619575820.257799	167.0
1619575820.271524	167.0
1619575820.285636	167.0
1619575820.300121	167.0
1619575820.314629	167.0
1619575820.329338	167.0
1619575820.343139	167.0
1619575820.357392	167.0
1619575820.371488	167.0
1619575820.387018	167.0
1619575820.401429	167.0
1619575820.416288	168.0
1619575820.431562	168.0
1619575820.44673	168.0
1619575820.461728	168.0
1619575820.476781	168.0
1619575820.490908	168.0
1619575820.504314	168.0
1619575820.518321	168.0
1619575820.53284	168.0
1619575820.546384	168.0
1619575820.560465	168.0
1619575820.573756	168.0
1619575820.5878	168.0
1619575820.602024	168.0
1619575820.615541	168.0
1619575820.63008	169.0
1619575820.644346	169.0
1619575820.658442	169.0
1619575820.673538	169.0
1619575820.687987	169.0
1619575820.702559	169.0
1619575820.716555	169.0
1619575820.730823	169.0
1619575820.745907	169.0
1619575820.761546	169.0
1619575820.775879	169.0
1619575820.790767	169.0
1619575820.804557	169.0
1619575820.818925	169.0
1619575820.83304	170.0
1619575820.848204	170.0
1619575820.862125	170.0
1619575820.876038	170.0
1619575820.889932	170.0
1619575820.903557	170.0
1619575820.917948	170.0
1619575820.932419	170.0
1619575820.946658	170.0
1619575820.96194	170.0
1619575820.975985	170.0
1619575820.989984	170.0
1619575821.004344	170.0
1619575821.018819	170.0
1619575821.032712	171.0
1619575821.046591	171.0
1619575821.060366	171.0
1619575821.074601	171.0
1619575821.088473	171.0
1619575821.102793	171.0
1619575821.117711	171.0
1619575821.132583	171.0
1619575821.147912	171.0
1619575821.16255	171.0
1619575821.176942	171.0
1619575821.191884	171.0
1619575821.206984	171.0
1619575821.221479	171.0
1619575821.235991	171.0
1619575821.249522	172.0
1619575821.263496	172.0
1619575821.277543	172.0
1619575821.291606	172.0
1619575821.305728	172.0
1619575821.319175	172.0
1619575821.333401	172.0
1619575821.347799	172.0
1619575821.361318	172.0
1619575821.375603	172.0
1619575821.38919	172.0
1619575821.40309	172.0
1619575821.417297	172.0
1619575821.430963	172.0
1619575821.446506	173.0
1619575821.461321	173.0
1619575821.476379	173.0
1619575821.491045	173.0
1619575821.506077	173.0
1619575821.520913	173.0
1619575821.535725	173.0
1619575821.549828	173.0
1619575821.564345	173.0
1619575821.578876	173.0
1619575821.592326	173.0
1619575821.607902	173.0
1619575821.621756	173.0
1619575821.635667	173.0
1619575821.649565	173.0
1619575821.663842	174.0
1619575821.678083	174.0
1619575821.691641	174.0
1619575821.705477	174.0
1619575821.719678	174.0
1619575821.734191	174.0
1619575821.748498	174.0
1619575821.762595	174.0
1619575821.777031	174.0
1619575821.791359	174.0
1619575821.805413	174.0
1619575821.819833	174.0
1619575821.834678	174.0
1619575821.849411	174.0
1619575821.862917	174.0
1619575821.877314	175.0
1619575821.891028	175.0
1619575821.905005	175.0
1619575821.920515	175.0
1619575821.934015	175.0
1619575821.94847	175.0
1619575821.963374	175.0
1619575821.977835	175.0
1619575821.991979	175.0
1619575822.006667	175.0
1619575822.020408	175.0
1619575822.034455	175.0
1619575822.048324	175.0
1619575822.062747	175.0
1619575822.076673	175.0
1619575822.090667	176.0
1619575822.104428	176.0
1619575822.118404	176.0
1619575822.1319	176.0
1619575822.14517	176.0
1619575822.159445	176.0
1619575822.172897	176.0
1619575822.187001	176.0
1619575822.20259	176.0
1619575822.216638	176.0
1619575822.230631	176.0
1619575822.244648	176.0
1619575822.258718	176.0
1619575822.272205	176.0
1619575822.286333	176.0
1619575822.299731	177.0
1619575822.313857	177.0
1619575822.327581	177.0
1619575822.342503	177.0
1619575822.35618	177.0
1619575822.369392	177.0
1619575822.384279	177.0
1619575822.398583	177.0
1619575822.412184	177.0
1619575822.427182	177.0
1619575822.44132	177.0
1619575822.455538	177.0
1619575822.469554	177.0
1619575822.48299	177.0
1619575822.497045	177.0
1619575822.51045	178.0
1619575822.524823	178.0
1619575822.538592	178.0
1619575822.552313	178.0
1619575822.566505	178.0
1619575822.581156	178.0
1619575822.595077	178.0
1619575822.608904	178.0
1619575822.62263	178.0
1619575822.636817	178.0
1619575822.651499	178.0
1619575822.664841	178.0
1619575822.67952	178.0
1619575822.693543	178.0
1619575822.708119	178.0
1619575822.721731	178.0
1619575822.734774	179.0
1619575822.749218	179.0
1619575822.763084	179.0
1619575822.777403	179.0
1619575822.790927	179.0
1619575822.80547	179.0
1619575822.819722	179.0
1619575822.833424	179.0
1619575822.847434	179.0
1619575822.861313	179.0
1619575822.875168	179.0
1619575822.889201	179.0
1619575822.903315	179.0
1619575822.91744	179.0
1619575822.931602	179.0
1619575822.946813	180.0
1619575822.961578	180.0
1619575822.976565	180.0
1619575822.991427	180.0
1619575823.006024	180.0
1619575823.02077	180.0
1619575823.035284	180.0
1619575823.049257	180.0
1619575823.065103	180.0
1619575823.080112	180.0
1619575823.094202	180.0
1619575823.108657	180.0
1619575823.122486	180.0
1619575823.137511	180.0
1619575823.152155	180.0
1619575823.166928	181.0
1619575823.180273	181.0
1619575823.194762	181.0
1619575823.209022	181.0
1619575823.222658	181.0
1619575823.236505	181.0
1619575823.250529	181.0
1619575823.264187	181.0
1619575823.278265	181.0
1619575823.292481	181.0
1619575823.306251	181.0
1619575823.320414	181.0
1619575823.334405	181.0
1619575823.34792	181.0
1619575823.361517	181.0
1619575823.375309	181.0
1619575823.389219	182.0
1619575823.403646	182.0
1619575823.418115	182.0
1619575823.431764	182.0
1619575823.445802	182.0
1619575823.45982	182.0
1619575823.472947	182.0
1619575823.487381	182.0
1619575823.501531	182.0
1619575823.515319	182.0
1619575823.529241	182.0
1619575823.543389	182.0
1619575823.557504	182.0
1619575823.572359	182.0
1619575823.587443	182.0
1619575823.601456	183.0
1619575823.616527	183.0
1619575823.631596	183.0
1619575823.646198	183.0
1619575823.661063	183.0
1619575823.67616	183.0
1619575823.690532	183.0
1619575823.704787	183.0
1619575823.718417	183.0
1619575823.733231	183.0
1619575823.746943	183.0
1619575823.762049	183.0
1619575823.776198	183.0
1619575823.790231	183.0
1619575823.803952	183.0
1619575823.817811	183.0
1619575823.831814	184.0
1619575823.845862	184.0
1619575823.859827	184.0
1619575823.874495	184.0
1619575823.888514	184.0
1619575823.903137	184.0
1619575823.91734	184.0
1619575823.932251	184.0
1619575823.946964	184.0
1619575823.962658	184.0
1619575823.977505	184.0
1619575823.992237	184.0
1619575824.007159	184.0
1619575824.022039	184.0
1619575824.03632	184.0
1619575824.050083	185.0
1619575824.06417	185.0
1619575824.078663	185.0
1619575824.092626	185.0
1619575824.10713	185.0
1619575824.120632	185.0
1619575824.136536	185.0
1619575824.151549	185.0
1619575824.166016	185.0
1619575824.181697	185.0
1619575824.197891	185.0
1619575824.212083	185.0
1619575824.226096	185.0
1619575824.240985	185.0
1619575824.25509	185.0
1619575824.269626	186.0
1619575824.284759	186.0
1619575824.298943	186.0
1619575824.313881	186.0
1619575824.328766	186.0
1619575824.343271	186.0
1619575824.358951	186.0
1619575824.372925	186.0
1619575824.38744	186.0
1619575824.40208	186.0
1619575824.416359	186.0
1619575824.430322	186.0
1619575824.443897	186.0
1619575824.457931	186.0
1619575824.471968	186.0
1619575824.485988	186.0
1619575824.499574	187.0
1619575824.513967	187.0
1619575824.527572	187.0
1619575824.541489	187.0
1619575824.555563	187.0
1619575824.570123	187.0
1619575824.584545	187.0
1619575824.598964	187.0
1619575824.612541	187.0
1619575824.626647	187.0
1619575824.641665	187.0
1619575824.656573	187.0
1619575824.671064	187.0
1619575824.685538	187.0
1619575824.699109	187.0
1619575824.714074	187.0
1619575824.728699	188.0
1619575824.743457	188.0
1619575824.758879	188.0
1619575824.772897	188.0
1619575824.78727	188.0
1619575824.800574	188.0
1619575824.814375	188.0
1619575824.827979	188.0
1619575824.841692	188.0
1619575824.855728	188.0
1619575824.869918	188.0
1619575824.88461	188.0
1619575824.899483	188.0
1619575824.913845	188.0
1619575824.928378	188.0
1619575824.943338	188.0
1619575824.957441	189.0
1619575824.972072	189.0
1619575824.986594	189.0
1619575825.001518	189.0
1619575825.016524	189.0
1619575825.030129	189.0
1619575825.044362	189.0
1619575825.058799	189.0
1619575825.073326	189.0
1619575825.087585	189.0
1619575825.101672	189.0
1619575825.116112	189.0
1619575825.130381	189.0
1619575825.144498	189.0
1619575825.158652	189.0
1619575825.172872	189.0
1619575825.18668	190.0
1619575825.200283	190.0
1619575825.213854	190.0
1619575825.227897	190.0
1619575825.243177	190.0
1619575825.2572	190.0
1619575825.271109	190.0
1619575825.285371	190.0
1619575825.298896	190.0
1619575825.313337	190.0
1619575825.327404	190.0
1619575825.341309	190.0
1619575825.354838	190.0
1619575825.36974	190.0
1619575825.384263	190.0
1619575825.398446	190.0
1619575825.412446	191.0
1619575825.426512	191.0
1619575825.441994	191.0
1619575825.456178	191.0
1619575825.470685	191.0
1619575825.484747	191.0
1619575825.498551	191.0
1619575825.512522	191.0
1619575825.526509	191.0
1619575825.540721	191.0
1619575825.555381	191.0
1619575825.570118	191.0
1619575825.584855	191.0
1619575825.599089	191.0
1619575825.613513	191.0
1619575825.628979	191.0
1619575825.643735	192.0
1619575825.658286	192.0
1619575825.672343	192.0
1619575825.686412	192.0
1619575825.699758	192.0
1619575825.713343	192.0
1619575825.727373	192.0
1619575825.742047	192.0
1619575825.756875	192.0
1619575825.770438	192.0
1619575825.784144	192.0
1619575825.798291	192.0
1619575825.81236	192.0
1619575825.827054	192.0
1619575825.840593	192.0
1619575825.854691	192.0
1619575825.868715	193.0
1619575825.882931	193.0
1619575825.897466	193.0
1619575825.911432	193.0
1619575825.925603	193.0
1619575825.939139	193.0
1619575825.953821	193.0
1619575825.967414	193.0
1619575825.981221	193.0
1619575825.995598	193.0
1619575826.009139	193.0
1619575826.022848	193.0
1619575826.037885	193.0
1619575826.051995	193.0
1619575826.066101	193.0
1619575826.080047	193.0
1619575826.09435	193.0
1619575826.108176	194.0
1619575826.122146	194.0
1619575826.136432	194.0
1619575826.151347	194.0
1619575826.166534	194.0
1619575826.180831	194.0
1619575826.195412	194.0
1619575826.209594	194.0
1619575826.224334	194.0
1619575826.238936	194.0
1619575826.254085	194.0
1619575826.269899	194.0
1619575826.284273	194.0
1619575826.298667	194.0
1619575826.31322	194.0
1619575826.326846	194.0
1619575826.341169	195.0
1619575826.355367	195.0
1619575826.369665	195.0
1619575826.384239	195.0
1619575826.399664	195.0
1619575826.414036	195.0
1619575826.428238	195.0
1619575826.442961	195.0
1619575826.456848	195.0
1619575826.471077	195.0
1619575826.485065	195.0
1619575826.498612	195.0
1619575826.51283	195.0
1619575826.526824	195.0
1619575826.540299	195.0
1619575826.55396	195.0
1619575826.567984	195.0
1619575826.581607	196.0
1619575826.596065	196.0
1619575826.610743	196.0
1619575826.625091	196.0
1619575826.639214	196.0
1619575826.65276	196.0
1619575826.666802	196.0
1619575826.680582	196.0
1619575826.69473	196.0
1619575826.708968	196.0
1619575826.723561	196.0
1619575826.737575	196.0
1619575826.751691	196.0
1619575826.766251	196.0
1619575826.779864	196.0
1619575826.793906	196.0
1619575826.808759	196.0
1619575826.823831	197.0
1619575826.838927	197.0
1619575826.852867	197.0
1619575826.868851	197.0
1619575826.884508	197.0
1619575826.899089	197.0
1619575826.913399	197.0
1619575826.927776	197.0
1619575826.941831	197.0
1619575826.956829	197.0
1619575826.970845	197.0
1619575826.984404	197.0
1619575826.998793	197.0
1619575827.012424	197.0
1619575827.027049	197.0
1619575827.041604	197.0
1619575827.056111	198.0
1619575827.070072	198.0
1619575827.084557	198.0
1619575827.098983	198.0
1619575827.113509	198.0
1619575827.12912	198.0
1619575827.144202	198.0
1619575827.158991	198.0
1619575827.173211	198.0
1619575827.187809	198.0
1619575827.202805	198.0
1619575827.218441	198.0
1619575827.233079	198.0
1619575827.247336	198.0
1619575827.261165	198.0
1619575827.275122	198.0
1619575827.289117	198.0
1619575827.302882	199.0
1619575827.317358	199.0
1619575827.331338	199.0
1619575827.345574	199.0
1619575827.360061	199.0
1619575827.374528	199.0
1619575827.388823	199.0
1619575827.403611	199.0
1619575827.418221	199.0
1619575827.43226	199.0
1619575827.446857	199.0
1619575827.461146	199.0
1619575827.475751	199.0
1619575827.490342	199.0
1619575827.504454	199.0
1619575827.518517	199.0
1619575827.532875	200.0
1619575827.547467	200.0
1619575827.561085	200.0
1619575827.574923	200.0
1619575827.588857	200.0
1619575827.602915	200.0
1619575827.616493	200.0
1619575827.630496	200.0
1619575827.644502	200.0
1619575827.658772	200.0
1619575827.672926	200.0
1619575827.68709	200.0
1619575827.701517	200.0
1619575827.715549	200.0
1619575827.729622	200.0
1619575827.743617	200.0
1619575827.757698	200.0
1619575827.771738	200.0
1619575827.786261	201.0
1619575827.800231	201.0
1619575827.814336	201.0
1619575827.828578	201.0
1619575827.842574	201.0
1619575827.856838	201.0
1619575827.870799	201.0
1619575827.885394	201.0
1619575827.899413	201.0
1619575827.913411	201.0
1619575827.92841	201.0
1619575827.942723	201.0
1619575827.956947	201.0
1619575827.971419	201.0
1619575827.985418	201.0
1619575827.999476	201.0
1619575828.014411	201.0
1619575828.028398	202.0
1619575828.042782	202.0
1619575828.057058	202.0
1619575828.071361	202.0
1619575828.085394	202.0
1619575828.098621	202.0
1619575828.112382	202.0
1619575828.126518	202.0
1619575828.141459	202.0
1619575828.155494	202.0
1619575828.170486	202.0
1619575828.184488	202.0
1619575828.198514	202.0
1619575828.212493	202.0
1619575828.225566	202.0
1619575828.239513	202.0
1619575828.254059	202.0
1619575828.268334	203.0
1619575828.28251	203.0
1619575828.296533	203.0
1619575828.310424	203.0
1619575828.32445	203.0
1619575828.340128	203.0
1619575828.355259	203.0
1619575828.368468	203.0
1619575828.383101	203.0
1619575828.397301	203.0
1619575828.412285	203.0
1619575828.426265	203.0
1619575828.440336	203.0
1619575828.454312	203.0
1619575828.468337	203.0
1619575828.482652	203.0
1619575828.496969	203.0
1619575828.511361	204.0
1619575828.525321	204.0
1619575828.53941	204.0
1619575828.553293	204.0
